Attraction,Category,Subclass,Address,Tag,Participants,etc,cafe,max,type
모뜨,음식,이탈리아음식,서울특별시 종로구 평창30길 24,#남녀노소#레스토랑#맛집#연인과함께#음식#종로구#카페#휴식공간#휴식여행#휴식하기좋은곳,179,,,,
셀프하우스,음식,종합분식,서울특별시 강동구 올림픽로 572 코오롱 2차 아파트 101동 107호,#맛집#음식,874,,,,
코트야드 바이 메리어트 서울타임스퀘어,숙소,4성급,서울특별시 영등포구 영중로 15 타임스퀘어,#관광호텔#서울숙소#숙박#영등포구#코트야드바이메리어트,"1,684",,,,
암사선사유적박물관,관광,"유적지,사적지",서울특별시 강동구 올림픽로 875,#문화시설#박물관#빗살무늬토기#선사박물관#선사유적박물관#암사동박물관#암사선사유적박물관#어린이체험교실#유적견학#유적박물관#체험전시관,178,,,,
삼성 빨간양념 숯불구이,음식,"육류,고기요리",서울 중구 남대문로1길 39,#동그랑땡#맛집#서울맛집추천#서울중구맛집#음식,253,,,,
진남포면옥,음식,막국수,서울특별시 중구 다산로 108,#개성보쌈#막국수#막국수#맛집#비빔국수#서울 중구#음식#쟁반막국수#찜닭,422,,,,
성북동집,음식,"칼국수,만두",서울특별시 성북구 성북로24길 4 성북동집,#만둣국담백한_맛#맛집#서울맛집#성북동집#음식#칼국수#한식,499,,,,
카카오프렌즈 강남 플래그십 스토어,관광,"문구,팬시용품",서울특별시 서초구 강남대로 429 유창빌딩 1~2층,#라이프스타일#쇼핑#카카오프렌즈#플래그십,"1,130",,,,
헬로애니멀,관광,동물원,서울특별시 도봉구 마들로 650 도봉월드상가 1층 119호,#관광지#도봉구동물원#동물체험#동물체험학습#서울동물원#실내동물원#아이와함께가볼만한곳#어린이동물학습#이색체험공간#헬로애니멀,254,,,,
삿뽀로 목동점,음식,일식당,서울특별시 양천구 목동동로 189,#삿뽀로#삿뽀로목동점#삿뽀로횟집#신정동횟집#양천구맛집#양천구맛집#음식,674,,,,
롯데시티호텔 김포공항,숙소,3성급,서울특별시 강서구 하늘길 38 국제선청사,#김포공항#롯데호텔#숙박#숙박시설#숙박업소#휴식공간#휴식여행#휴식하기좋은곳,175,,,,
사당시장,관광,"상가,아케이드",서울특별시 동작구 사당로 244,#남성역시장#사당시장#쇼핑#재래시장#전통시장,107,,,,
갓잇(god eat),음식,"멕시코,남미음식",서울특별시 종로구 북촌로2길 5-5 1층,#강남구#맛집#멕시코요리#브리또#음식#타코,"1,396",,,,
내자상회,음식,"카페,디저트",서울특별시 종로구 사직로10길 3 1층,#SNS감성사진#감성사진#디저트#디저트맛집#사진찍기좋은곳#사진촬영#사진촬영명소#실내데이트#연인과함께#음식#음식점#친구와함께,562,,,,
우리강산,음식,"육류,고기요리",서울특별시 송파구 위례성대로12길 6,#꽃등심_코스요리#돼지갈비#돼지갈비#맛집#사골갈비탕#송파구#음식#한우구이,149,,,,
방이샤브샤브칼국수 방이본점,음식,샤브샤브,서울특별시 송파구 오금로31길 42,#방이동맛집#방이샤브맛집#방이샤브샤브칼국수방이본점#방이역맛집#서울칼국수맛집#음식,818,,,,
자원대구탕,음식,"해물,생선요리",서울특별시 용산구 한강대로62가길 6 자원대구탕,#대구내장탕#대구탕#맛집#음식,300,,,,
정감어린,음식,"육류,고기요리",서울특별시 용산구 후암로 4 정감어린,#LA갈비#꽃갈빗살#돼지왕갈비#맛집#음식#정성가득,651,,,,
전주회관,음식,"육류,고기요리",서울특별시 중구 세종대로14길 32-1,#담백한_맛#맛집#불낙전골#양념갈비#외국인도_선호하는#음식#전주곱돌비빔밥#정성가득#콩나물국밥,152,,,,
우정낙지,음식,낙지요리,서울특별시 종로구 삼일대로17길 46 2층 우정낙지,#낙지데침#낙지볶음#낙지볶음#낙지초무침#노원맛집#맛집#산낙지#서울맛집추천#음식#조개탕,223,,,,
낙원(메이필드호텔),음식,"육류,고기요리",서울특별시 강서구 방화대로 94 메이필드호텔 낙원,#가족식사_추천#낙원#맛집#서울맛집#양념갈비_정식#연중무휴#음식#한우_꽃등심#한우꽃등심#한우특선_양념_대갈비#해산물_정식,77,,,,
미우미우참숯구이,음식,"육류,고기요리",서울특별시 송파구 양재대로71길 2-27 인택파크랜드 2층,#맛집#생갈비#송파구#와규#와규꽃살#와규부채살#와규생갈비#와규안창살#왕갈비탕#음식#제육쌈밥,69,,,,
용금옥,음식,"해물,생선요리",서울특별시 중구 다동길 24-2,#더덕구이#맛집#모듬전#미꾸라지부침#북어구이#수도권#용금옥#음식#추어탕#추탕,249,,,,
용문집,음식,소고기구이,서울특별시 성동구 마장로39가길 32 1층 용문집,#맛집#분위기_좋은가족식사_추천#언론소개_맛집#외국인도_선호하는#음식#한우갈비본살#한우꽃등심#한우살치살#한우안창살,142,,,,
부산복집,음식,복어요리,서울특별시 중구 수표로2길 25,#맛집#백년가게#복매운탕#복매운탕#복수육#복찜#서울시#음식#중구,290,,,,
그릭조이,음식,그리스음식,서울특별시 마포구 성지1길 6 2층,#그리스음식#레스토랑#마포구맛집#맛집#미코노스#분위기_좋은#서울맛집추천#아테네#음식#전망_좋은#크레타#플라카,92,,,,
바바인디아 강남역점,음식,인도음식,서울특별시 서초구 강남대로 359 도씨에빛 2차,#강남데이트#난#맛집#서초구맛집#음식#인도요리#인도음식#커리#탄두리_치킨,319,,,,
서울리즘,음식,바(BAR),서울특별시 송파구 백제고분로 435 예스빌딩 6층,#롯데서울타워#루프탑카페#서울_여행지_추천#서울가볼만한곳#서울권#음식,306,,,,
홍능갈비집본점,음식,"육류,고기요리",서울특별시 동대문구 제기로 85,#갈비맛집#갈비맛집#동대문구맛집#동대문구맛집#음식#청량리맛집#청량리맛집#홍능갈비집#홍능갈비집본점,402,,,,
곰국시집,음식,국수,서울특별시 중구 무교로 24 2층,#곰국시#곰국시#맛집#서울중구#수육#음식#전골국수,498,,,,
까델루뽀,음식,이탈리아음식,서울특별시 종로구 자하문로16길 5-5,#가족과함께#맛집#분위기_좋은#양식#양식_코스요리#양식코스#연인과함께#음식#이탈리아요리#이탈리아음식#한옥,238,,,,
이강순실비집,음식,낙지요리,서울특별시 종로구 청계천로 75-1 본점이강순실비집,#낙지볶음#낙지철판#낙지파전#맛집#음식#조개탕,277,,,,
영등포복집,음식,복어요리,서울특별시 영등포구 영등포로42길 10-1 영등포복집,#담백한_맛#맛집#복매운탕#복불고기#복샤브샤브#복수육#복어요리#복지리#분위기_좋은가족식사_추천#서울시#영등포구#음식,209,,,,
상인정신,음식,요리주점,서울특별시 종로구 새문안로5길 11-1 2층,#갈릭소스_가리비구이#갓_잡은_통_우럭구이#남녀노소#맛집#음식#정성가득#종로구#쫀득_가리비회#친구와함께#해물요리#해물전문점,128,,,,
늘푸른식당,음식,요리주점,서울특별시 마포구 굴레방로9길 3 1층 늘푸른식당,#남녀노소#마포구#마포구맛집#막걸리#맛집#모듬전#서울여행#아현시장#음식#전#전맛집,121,,,,
홍원,음식,중식당,서울특별시 마포구 백범로 23 거구장예식장,#남녀노소#마포구#마포구맛집#맛집#음식#중식#중식당#중식맛집#중식요리#짜장면#친구와함께#탕수육,77,,,,
더 킹스,음식,뷔페,서울특별시 중구 동호로 287 앰배서더 서울 풀만 호텔 1층,#맛집#음식,555,,,,
해안반점,음식,중식당,서울특별시 강동구 고덕로10길 48 1층해안반점,#강동구#강동구맛집#남녀노소#맛집#음식#중국집#중식#중식당#중식요리#중식코스요리#짜장면,219,,,,
로리스 더 프라임 립,음식,"스테이크,립",서울특별시 서초구 서초대로 411 GT TOWER 3층,#립#서초맛집#식품의약품안전처_음식점위생등급_매우우수(2017년)#음식#음식점위생등급#프라임_립_강남_컷#프라임_립_로리_컷#프라임_립_캘리포니아,993,,,,
백제삼계탕,음식,"백숙,삼계탕",서울특별시 중구 명동8길 8-10,#맛집#명동맛집#백제삼계탕#음식,189,,,,
라 쿠치나,음식,이탈리아음식,서울특별시 용산구 회나무로44길 10,#남산#맛집#분위기_좋은#서울맛집추천#양식_코스요리#용산구#음식#이탈리아음식,147,,,,
삼수갑산,음식,"육류,고기요리","서울특별시 관악구 남현1길 38-9 1층,2층,3층",#가족과함께#맛집#육회가성비_갑#음식#한우#한우갈빗살#한우구이#한우맛집#한우모듬#한우생등심#한우차돌박이,68,,,,
스시겐,음식,"초밥,롤",서울특별시 마포구 양화로7길 6-12 삼이빌딩,#가성비_갑#꽃초밥#남녀노소#맛집#모둠초밥#분위기_좋은#음식#일식#일식당#초밥맛집#코스요리,77,,,,
하모,음식,한식,서울특별시 강남구 언주로 819 2층 하모,#가오리찜#담백한_맛#맛집#육전#음식#정성가득#진주비빔밥#진주음식#한정식#헛제사밥,244,,,,
장군갈비,음식,"육류,고기요리",서울특별시 광진구 용마산로 11,#갈비살#고기요리#광진구#광진구맛집#맛집#생갈비#생갈비#생꽃등심#서울시#안창살#양념갈비#육류#육회#음식#한우갈비탕,520,,,,
평래옥,음식,한식,서울특별시 중구 마른내로 21-1,#냉면#맛집#서울시#음식#중구#초계탕#초계탕#평양냉면,"1,118",,,,
장군보쌈,음식,"족발,보쌈",서울특별시 중구 무교로 16,#감자탕#굴보쌈#굴보쌈#낙지볶음#맛집#서울시#왕족발#왕족발#음식#종로구,638,,,,
궁나라냉면묵밥,음식,냉면,서울특별시 종로구 지봉로12길 6 등원빌딩,#궁나라냉면묵밥#맛집#묵밥#묵밥#물냉면#물냉면#비빔냉면#서울맛집#왕만두#음식#음식점#한식,144,,,,
모녀마약김밥,음식,김밥,서울특별시 종로구 동호로 403-23,#광장시장#광장시장맛집#김밥#맛집#모녀마약김밥#수도권#음식#종로맛집,"5,106",,,,
현대카드 Vinyl & Plastic,관광,"음반,CD",서울특별시 용산구 이태원로 248,#문화공간#복합문화쇼핑공간#쇼핑#쇼핑공간#실내관광지#현대,266,,,,
갤러리카페 3안,음식,갤러리카페,서울특별시 종로구 북촌로 137-7,#갤러리카페#디저트류#맛집#에스프레소#음식#종로구#카페#카페라떼_커피_및_음료#티,27,,,,
장수촌 풍천장어,음식,"장어,먹장어요리",서울특별시 관악구 남부순환로 2082-37 2층,#가을보양식#가족식사_추천#담백한_맛#보양식#음식#장어구이#장어맛집#장어탕#풍천장어#한근_바지락_칼국수,268,,,,
터치더스카이,음식,양식,서울특별시 영등포구 63로 50 한화금융센터_63,#디너메뉴#런치메뉴#맛집#서울맛집#시저샐러드#음식#터치더스카이#한우등심스테이크#한우심_스테이크#한정식_메뉴데이트_맛집,255,,,,
성북동 구포국수,음식,국수,서울특별시 성북구 성북로12길 2,#국수#맛집#성북동#성북동국수#성북동맛집#음식,445,,,,
잇텐고,음식,일본식라면,서울특별시 마포구 포은로 11 103호,#마포구#마포구맛집#맛집#바질_라멘#음식#일식#일식당#일식맛집#차슈동#키요마사#키츠네#토마토쯔께모노,780,,,,
호텔 더 디자이너스 종로점,숙소,3급,서울특별시 종로구 수표로 89-8,#서울숙소#숙박#종로구,68,,,,
암사종합시장,관광,시장,서울특별시 강동구 상암로11길 25,#강동구데이트코스#강동전통시장#쇼핑#시장데이트#암사시장#암사재래시장#암사종합시장,35,,,,
감나무집기사식당,음식,기사식당,서울특별시 마포구 연남로 25,#감나무집기사식당#연남동24시간집밥#연남동돼지불백#연남동백반#연남동집밥#음식,"1,972",,,,
안동국시소람,음식,국수,서울특별시 종로구 인사동9길 16 백악미술관 지하1층,#국밥#국시#맛집#모둠전#보쌈#수육#음식,204,,,,
명문막국수,음식,막국수,서울특별시 성북구 창경궁로 319,#남녀노소#들깨칼국수&수제비#막국수맛집#맛집#메밀막국수#메밀부침&전병#명태식혜비빔막국수#성북구맛집#여름철#음식,559,,,,
딜라이트 호텔 (HOTEL DELIGHT),숙소,2성급,서울특별시 송파구 오금로11길 21-9 딜라이트 호텔,#서울숙소#송파구#숙박,223,,,,
슈치쿠,음식,일식당,서울특별시 영등포구 63로 50 58층,#계절_생선_냄비_정식#레스토랑#맛집#생선회와_스시_오마카세_코스#서울시#슈치쿠_정식요리#슈치쿠_코스요리#영등포구#음식#일식#한우_스키야키_정식,253,,,,
청수횟집,음식,생선회,서울특별시 강남구 테헤란로25길 9,#맛집#음식,167,,,,
강서면옥,음식,냉면,서울특별시 강남구 언주로164길 19 강서면옥,#만두전골#맛집#음식#이북식_왕만두국#평양물냉면#한우꽃등심#한우생갈비#한우석쇠불고기#함흥비빔냉면#회냉면,364,,,,
진남회집,음식,생선회,서울특별시 동작구 노들로 674 노량진수산시장 2층 13호,#건강한요리#건강한음식#동작구#동작구맛집#맛집#소주한잔#음식#초밥#친구와함께#회#회맛집,181,,,,
커피친구,음식,카페,서울특별시 종로구 삼봉로 81 두산위브파빌리온,#남녀노소#맛집#음식#종로구#종로구맛집#핸드드립#핸드드립커피#휴식공간#휴식여행#휴식하기#휴식하기좋은곳,149,,,,
키다리아저씨,음식,베이커리,서울특별시 마포구 성미산로 22,#마카롱#맛집#빵#스콘#앙버터#음식#커피#케이크#코코넛쿠키,325,,,,
원조이화감자국,음식,감자탕,서울특별시 은평구 응암로 174-1 1층,#맛집#음식,223,,,,
눈스퀘어,관광,"상가,아케이드",서울특별시 중구 명동길 14 Noon Square,#쇼핑,69,,,,
상락원,음식,한식,서울특별시 서초구 원터길 23,#맛집#분위기_좋은#음식#한정식,47,,,,
더플레이스다이닝,음식,이탈리아음식,서울특별시 용산구 남산공원길 105 N서울타워 T2층 (택시/일반차량 진입불가),#담백한_맛#더플레이스다이닝#디저트#리조또#맛집#분위기_좋은#샐러드#서울맛집#스테이크#에피타이저#연중무휴#음식#파스타#피자#한우_스테이크#한우스테이크#해산물_플레이트#해산물플레이트,359,,,,
비노인빌라,음식,이탈리아음식,서울특별시 서초구 남부순환로319길 14 제이큐브데이터빌딩1층,#맛집#봉골레#서초구#스테이크#알리오올리로#음식#파스타#페투치니,154,,,,
강남목장,음식,소고기구이,서울특별시 강남구 논현로86길 34 역삼포커스빌딩,#맛집#생갈비살#생등심#양념갈비#업진살#음식#차돌박이,196,,,,
학림다방,음식,카페,서울특별시 종로구 대학로 119 2층 학림카페,#맛집#음식,"1,508",,,,
마지,음식,사찰음식,서울특별시 종로구 자하문로5길 19,#독특한메뉴#맛집#분위기좋은#비주얼맛집#서울시#서초구#연밥정식#음식#채식메뉴보유,199,,,,
BK볏짚 우대갈비 장안동본점,음식,"육류,고기요리",서울특별시 동대문구 장한로26가길 29 1층 BK볏짚 우대갈비 장안동본점,#BK볏짚 우대갈비 장안동본점#동대문맛집#동대문맛집#비케이우대갈비#우대갈비맛집#음식#장안동볏짚직화구이,526,,,,
풍류사랑,음식,한식,서울특별시 종로구 인사동8길 12-7,#맛집#음식,10,,,,
부빙,음식,빙수,서울특별시 종로구 창의문로 136 부빙,#맛집#음식#카페#팥빙수,525,,,,
오르시아,관광,결혼예물,서울특별시 강남구 영동대로 644 원일빌딩 1층 오르시아,#브랜드#쇼핑#쥬얼리#쥬얼리전시장,990,,,,
장프리고,음식,바(BAR),서울특별시 중구 퇴계로62길 9-8,#과일소매#동대문#바#서울#위스키#음식#카페#칵테일#핫플,123,,,,
우이시장,관광,시장,서울특별시 강북구 수유동 270-103,#쇼핑#수유동우이시장#수유동재래시장#우이시장#우이시장곰보냉면,63,,,,
메이징에이,음식,중식당,서울특별시 중구 세종대로 136 SFC몰 B2층,#기스면#메이징 덕#메이징_덕#면보샤#모듬바베큐#서울중구맛집#식품의약품안전처_음식점위생등급_매우우수(2017년)#오렌지_크림새우_화자오_어향가지#음식#음식점위생등급,421,,,,
다이브라이프,관광,스킨스쿠버,서울특별시 서초구 반포대로20길 27 서궁빌딩 지하1층,#다이브라이프#다이빙강습#다이빙강습교육#다이빙체험#레포츠#서초구다이빙장#서초구잠수풀#스쿠버다이빙#프리다이빙,68,,,,
해품장팔팔장어,음식,"장어,먹장어요리",서울특별시 강남구 도곡로 218 CN시티 1층,#공릉동맛집#공릉동맛집#공릉장어맛집#노원구장어#음식#하계동맛집#해품장팔팔장어,401,,,,
은주정,음식,"찌개,전골",서울특별시 중구 창경궁로8길 32,#김치찌개#맛집#비빔쫄면#음식#저녁,"1,317",,,,
외양간,음식,"육류,고기요리",서울특별시 동작구 동작대로11길 16 1층,#남녀노소#마포구#마포구맛집#맛집#생갈비살#소주한잔#안심#안창살#육우#육회#음식#친구와함께#한우,394,,,,
레이지파머스,음식,양식,서울특별시 용산구 회나무로35길 5 A동 레이지파머스,#가볼래터#데이트코스#레이지파머스#비건음식#식물학과#양식#여행구독#음식#이색식당#친구와함께,542,,,,
아이해브어드림,음식,요리주점,서울특별시 강남구 테헤란로5길 7 KG Tower 지하1층 아이해브어드림,#구운가래떡낙지떡볶이#딸기피자#레스토랑#로제쉬림프파스타#맛집#신선로파스타#연인과함께#열린문화공간#음식#이베리코육전,410,,,,
가락관광호텔,숙소,2성급,서울특별시 송파구 송파대로28길 5 가락관광호텔,#관광호텔#서울숙소#송파구#송파구숙소#숙박,83,,,,
레인보우호텔,숙소,모텔,서울특별시 용산구 한강대로71길 48 레인보우호텔,#서울숙소#숙박#용산구,41,,,,
롯데호텔서울 설화수 스파,관광,"피부,체형관리",서울특별시 중구 을지로 30 롯데호텔 본관 7층,#관광지#서울여행#스파#인삼스크럽#한국적인스파#홍삼수족욕,28,,,,
모모야마,음식,일식당,서울특별시 중구 을지로 30,#덮밥#도미머리정식#도미머리정식#도시락정식#도시락정식#맛집#모모야마#서울맛집#스시#연중무휴#음식,228,,,,
코리아하우스,음식,"육류,고기요리",서울특별시 강남구 압구정로79길 56 아름다운빌딩 1~2층,#갈비안창살#꼬냑등심#꽃살#맛집#보리굴비#생갈비#서울맛집#스페셜등심#양념갈비#음식#치맛살#코리아하우스#한식,31,,,,
한쿡 N서울타워,음식,한식,서울특별시 용산구 남산공원길 105 N서울타워 한쿡(전망대 T3층),#맛집#음식,338,,,,
더 우리곱창,음식,"곱창,막창,양",서울특별시 종로구 종로36나길 9,#곱창#막창#맛집#음식#종로구,525,,,,
헤이더그린,음식,"카페,디저트",서울특별시 강서구 대장로 58,#강서구카페#반려견카페#반려견카페#음식#정원카페#정원카페#힐링숲카페,924,,,,
칠형제우리감자탕,음식,감자탕,서울특별시 노원구 동일로 1019 원광약국,#감자탕#감자탕#공릉동맛집#맛집#뼈해장국#뼈해장국#서울맛집추천#음식,268,,,,
오라이등심,음식,돼지고기구이,서울특별시 종로구 종로32길 23-5,#갯장어#동그랑땡#맛집#서울맛집추천#음식#종로구,222,,,,
동경,음식,돈가스,서울특별시 강남구 봉은사로 524 코엑스몰 지하1층 J108,#광화문돈가스#광화문우동맛집#동경#세종문화회관맛집#음식,"1,051",,,,
황금정원,음식,쌈밥,서울특별시 도봉구 방학로 312 황금정원,#도봉구맛집#도봉구맛집#방학동맛집#방학동쌈밥#우이동맛집#음식#황금정원,"1,443",,,,
늘푸른목장 잠실본점,음식,소고기구이,서울특별시 송파구 백제고분로9길 34 1F,#경주갈비살#늘푸른목장잠실본점#송파맛집#송파맛집#음식#잠실새내역맛집#잠실소고기맛집,625,,,,
백제추어탕 본점,음식,추어탕,서울특별시 강동구 양재대로 1406,#강동구맛집#강동구맛집#강동구추어탕#둔촌동추어탕#백제추어탕#백제추어탕본점#음식,"1,557",,,,
몽중헌 청담점,음식,중식당,서울특별시 강남구 도산대로 445 엠빌딩 B1F,#몽중헌청담점#서울딤섬맛집#압구정로데오거리역맛집#음식#청담동맛집#청담동맛집#청담동중식당,451,,,,
충남식당,음식,한식,서울특별시 동작구 노들로 674,#동작구#맛집#매운탕#서울시#음식,701,,,,
도읍지,음식,한식,서울특별시 동대문구 회기로21길 38-1,#도읍지#맛집#서울맛집#수도권#음식#한식,504,,,,
서울원조아구찜,음식,"아귀찜,해물찜",서울특별시 종로구 삼일대로 436-1 1층 서울원조아구찜,#서울맛집#서울심야식당#서울원조아구찜#서울해물찜#음식#종로맛집,160,,,,
프로퍼커피바2호점,음식,"카페,디저트",서울특별시 송파구 오금로31가길 20 1층,#대림상가빠카페#방이동카페#송파구베이커리카페추천#송파구카페#송파구카페#음식#프로퍼커피바,872,,,,
우정,음식,떡볶이,서울특별시 중구 퇴계로76길 55,#떡볶이#떡볶이#맛집#매운닭발#서울맛집#수도권#어묵#우정#음식#해물뚝배기,"1,648",,,,
제주국수,음식,국수,서울특별시 성동구 성수이로 118,#고기국수#고기국수#맛집#멸치국수#비빔국수#서울시#성동구#영양닭곰탕#영양닭국수#음식#제주미니족발,316,,,,
포포인츠 바이 쉐라톤 서울 구로,숙소,4성급,서울특별시 구로구 디지털로32길 72,#구로구#구로디지털단지#비즈니스호텔#서울숙소#숙박#포포인츠 바이 쉐라톤 서울 구로,333,,,,
사동면옥,음식,냉면,서울특별시 종로구 인사동8길 9,#고기만두#남녀노소#냉면#만두#만둣국#맛집#손만두#손만둣국#왕만두#음식#찐만두,365,,,,
두에꼬제,음식,이탈리아음식,서울특별시 용산구 한남대로 60 리첸시아 상가 D동 119호,#리조또#맛집#샐러드#음식#파스타#피자,94,,,,
진원조 닭한마리,음식,닭요리,서울특별시 종로구 종로 252-11 1.2.3층 전체,#건강한요리#건강한음식#닭한마리#맛집#보양식#영양죽#음식#한식#한식맛집#한식전문점,548,,,,
호남집,음식,생선구이,서울특별시 종로구 종로40가길 5,#고등어구이#꽁치구이#맛집#삼치구이#음식#청국장,557,,,,
대풍간장게장생선구이,음식,생선구이,서울특별시 서초구 신반포로47길 72 우리빌 1층,#간장게장#간장새우#고등어구이#맛집#삼치구이#음식,69,,,,
태조대림감자국,음식,감자탕,서울특별시 은평구 응암로 172,#가족과함께#감자탕#감자탕맛집#남녀노소#맛집#소주한잔#양념뼈구이#은평구맛집#음식#친구와함께#한식맛집,442,,,,
산띠 서교점,음식,인도음식,서울특별시 마포구 와우산로27길 70,#네팔음식#맛집#서울맛집#음식,169,,,,
신옛찻집,음식,차,서울특별시 종로구 인사동길 47-8 신옛찻집,#맛집#음식,293,,,,
청해진(강동구),음식,"해물,생선요리",서울특별시 강동구 강동대로 187 파크비유캐슬 1층,#백년가게#산낙지전골언론소개_맛집#서울맛집#음식#해물전,390,,,,
마장갈비,음식,"육류,고기요리",서울특별시 성동구 마조로3가길 11,#돼지갈비#맛집#생삼겹살#소내장무침#소왕갈비#음식,136,,,,
엘샌드위치 종로점,음식,샌드위치,서울특별시 종로구 율곡로4길 14,#맛집#샌드위치#음식#종로구,352,,,,
허형만의 압구정커피집,음식,카페,서울특별시 강남구 압구정로 151 신현대상가 2동 107호,#맛집#음식,53,,,,
비스테까,음식,이탈리아음식,서울특별시 용산구 회나무로 49 비스테까,#맛집#샐러드#음식#코스요리#파스타,394,,,,
함흥에겨울냉면,음식,냉면,서울특별시 중구 동호로24길 21,#맛집#음식,11,,,,
친니,음식,중식당,서울특별시 종로구 세종대로 175 세종문화회관 지하 1층,#맛집#서울맛집#수도권#연중무휴#음식#중식#친니,955,,,,
장미삼계탕,음식,"백숙,삼계탕",서울특별시 노원구 화랑로 449-10,#노원구#노원맛집#닭볶음탕_중#맛집#삼계탕#서울특별시#옻오리#음식#장미삼계탕#추어탕#추어탕#추어튀김_각#통추어탕,106,,,,
오다리집,음식,한식,서울특별시 중구 명동8나길 28 2층 3층,#간장게장#맛집#숯불양념갈비#음식#흑돼지삼겹살,110,,,,
서석대,음식,소고기구이,서울특별시 서초구 서초대로 346 동아빌라트 A동 1층,#꽃등심#맛집#서울시#서초구#음식#한우#한우꽃등심#한우꽃살치#한우등심#한우안창살#한우육회#한우주물럭#한우특수부위,279,,,,
뉴서울호텔,숙소,3성급,서울특별시 중구 세종대로22길 16 뉴서울호텔,#서울숙소#숙박,113,,,,
호텔마누(HOTEL MANU),숙소,3성급,서울특별시 중구 퇴계로 19 남풍빌딩,#서울숙소#숙박#중구,59,,,,
프로비스타 호텔,숙소,2성급,서울특별시 서초구 서초대로 338,#서울숙소#숙박#호텔,45,,,,
베니키아 프리미어 호텔 베르누이,숙소,3성급,서울특별시 구로구 경인로 229,#구로구#구로구호텔#남녀노소#베니키아#베르누이#서울숙소#숙박#휴식공간#휴식여행#휴식하기#휴식하기좋은곳,57,,,,
페어몬트 앰배서더 서울 (Fairmont Ambassador Seoul),숙소,5성급,서울특별시 영등포구 여의대로 108 페어몬트 앰배서더 서울 호텔,#서울#숙박#영등포구#호텔,440,,,,
산들애건강밥상,음식,한식,서울특별시 은평구 대서문길 43-16,#백반기행맛집#북한산맛집#산들애건강밥상#산들애건강밥상맛집#음식#코다리구이,"1,250",,,,
하이디라오 서초지점,음식,중식당,서울특별시 서초구 서초대로77길 54 2층 하이디라오 훠궈,#강남마라탕맛집#강남하이디라오#서초하이디라오#서초훠궈#음식#훠궈맛집,"1,344",,,,
명동부대찌개 명동황기족발,음식,"찌개,전골",서울특별시 중구 명동길 25-7,#맛집#부대찌개#서울특별시#음식#족발#중구,179,,,,
남포면옥,음식,냉면,서울특별시 중구 을지로3길 24,#갈비탕#남녀노소#냉면#맛집#물냉면#비빔냉면#어복쟁반#음식#쟁반만두#평양냉면,"1,724",,,,
진미평양냉면,음식,냉면,서울특별시 강남구 학동로 305-3,#강남평양냉면#냉면맛집#미쉐린맛집#미슐랭#수요미식회냉면#수요미식회제육#음식#임세권셰프#평양냉면#평양만두,"2,085",,,,
아리랑,음식,"육류,고기요리",서울특별시 중구 남대문로7길 23 전통한국식당,#갈비살#맛집#양념갈비#음식,326,,,,
나인트리호텔 명동,숙소,3성급,서울특별시 중구 명동10길 51,#관광호텔#서울숙소#숙박#중구,42,,,,
금돼지식당,음식,돼지고기구이,서울특별시 중구 다산로 149,#금돼지식당#서울맛집#서울삼겹살맛집#서울심야식당#신당동맛집#음식,"2,381",,,,
광야 서울,관광,패션잡화,서울 성동구 왕십리로 83-21,#K-POP#K-POP체험#문화체험#쇼핑,437,,,,
전주식당,음식,한식,서울특별시 노원구 화랑로 449-8 101호 전주식당,#갈치구이#갈치조림#계란찜#된장찌개#맛집#서울맛집#수도권#순두부#외국인도_선호하는#음식#전주식당#청국장#한식,406,,,,
전주유할머니비빔밥,음식,비빔밥,서울특별시 중구 세종대로14길 27-2,#맛집#서울맛집#수도권#음식#전주유할머니비빔밥#한식,136,,,,
카페 폭포,음식,"카페,디저트",서울특별시 서대문구 연희로 262-24,#가볼래터#감성카페#무더운여름#사진뷰카페#서울카페#여름#여름감성#여름나들이#여름피서지#여름휴가지#여름휴가지추천#음식#인공폭포#카페#카페폭포#폭포#폭포뷰#폭포카페#홍은동카페#홍제천#홍제천카페#홍제천폭포,343,,,,
국시집,음식,국수,서울특별시 성북구 창경궁로43길 9,#국시#국시#남녀노소#맛집#문어#문어#분위기_좋은#성북구맛집#음식#전#한식#한식당#한식맛집#한식전문점,207,,,,
갈비명가이상 돈암본관,음식,"육류,고기요리",서울특별시 성북구 정릉로 364,#갈비명가이상돈암본관#길음역맛집#돈암갈비맛집#서울갈비맛집#음식#이상갈비#이상갈비,"1,251",,,,
개화,음식,중식당,서울특별시 서초구 동작대로 86 동주빌딩 지하1층,#맛집#음식#짜장면#탕수육,381,,,,
제리스플래닛,숙소,1성급,서울특별시 강남구 강남대로92길 13 Jerry's planet Building,#강남구#강남숙박#강남숙소#관광호텔#서울숙소#숙박#연인과함께#휴식공간#휴식여행#휴식하기#휴식하기좋은곳,23,,,,
삼호복집 신촌,음식,복어요리,서울특별시 서대문구 연세로5다길 10 2층,#맑은뚝배기#맛집#복고니담백한_맛#복매운탕#음식,187,,,,
해랑,음식,"매운탕,해물탕","서울특별시 강남구 봉은사로1길 39 유성빌딩 1층, 2층",#낙지탕탕이#남녀노소#맛집#새우튀김#석화#소주한잔#음식#해물탕#해산물#해산물요리,76,,,,
종가집,음식,한식,서울특별시 종로구 인사동길 15-13 종가집,#곱창전골#맛집#불낙전골#서울맛집추천#수도권#음식#종가집#종로맛집,264,,,,
