,Attraction,Category,type,type2,Category_Map,Good_Point,Selected_People,Participants
308,창경궁,관광,history,history,시설 및 편의성,반려동물과 가기 좋아요,1.0,132
309,스타필드 코엑스몰,관광,shop_etc,shop_etc,쇼핑 관련,종류가 다양해요,714.0,"1,892"
310,스타필드 코엑스몰,관광,shop_etc,shop_etc,서비스,친절해요,643.0,"1,892"
311,스타필드 코엑스몰,관광,shop_etc,shop_etc,쇼핑 관련,매장이 넓어요,637.0,"1,892"
312,스타필드 코엑스몰,관광,shop_etc,shop_etc,시설 및 편의성,시설이 깔끔해요,495.0,"1,892"
313,스타필드 코엑스몰,관광,shop_etc,shop_etc,가격 및 가치,가성비가 좋아요,384.0,"1,892"
314,스타필드 코엑스몰,관광,shop_etc,shop_etc,시설 및 편의성,분위기가 편안해요,323.0,"1,892"
315,스타필드 코엑스몰,관광,shop_etc,shop_etc,가격 및 가치,품질이 좋아요,297.0,"1,892"
316,스타필드 코엑스몰,관광,shop_etc,shop_etc,쇼핑 관련,특색 있는 제품이 많아요,287.0,"1,892"
317,스타필드 코엑스몰,관광,shop_etc,shop_etc,시설 및 편의성,주차하기 편해요,160.0,"1,892"
318,스타필드 코엑스몰,관광,shop_etc,shop_etc,가격 및 가치,비싼 만큼 가치있어요,122.0,"1,892"
319,스타필드 코엑스몰,관광,shop_etc,shop_etc,경관 및 사진,트렌디해요,22.0,"1,892"
320,스타필드 코엑스몰,관광,shop_etc,shop_etc,경관 및 사진,아기자기해요,7.0,"1,892"
321,스타필드 코엑스몰,관광,shop_etc,shop_etc,경관 및 사진,고급스러워요,6.0,"1,892"
322,스타필드 코엑스몰,관광,shop_etc,shop_etc,경관 및 사진,인테리어가 멋져요,4.0,"1,892"
323,스타필드 코엑스몰,관광,shop_etc,shop_etc,경관 및 사진,사진이 잘 나와요,3.0,"1,892"
324,스타필드 코엑스몰,관광,shop_etc,shop_etc,활동 및 즐길거리,컨셉이 독특해요,2.0,"1,892"
325,스타필드 코엑스몰,관광,shop_etc,shop_etc,경관 및 사진,독특한 디자인이 많아요,2.0,"1,892"
326,스타필드 코엑스몰,관광,shop_etc,shop_etc,서비스,포장이 정성스러워요,2.0,"1,892"
327,스타필드 코엑스몰,관광,shop_etc,shop_etc,경관 및 사진,예쁜 소품이 많아요,2.0,"1,892"
328,스타필드 코엑스몰,관광,shop_etc,shop_etc,서비스,A/S가 세심해요,1.0,"1,892"
329,스타필드 코엑스몰,관광,shop_etc,shop_etc,쇼핑 관련,신상품이 많아요,1.0,"1,892"
330,석촌호수,관광,nature,nature,경관 및 사진,뷰가 좋아요,312.0,279
331,석촌호수,관광,nature,nature,경관 및 사진,사진이 잘 나와요,219.0,279
332,석촌호수,관광,nature,nature,시설 및 편의성,근처에 갈 곳이 많아요,102.0,279
333,석촌호수,관광,nature,nature,활동 및 즐길거리,산책로가 잘 되어있어요,92.0,279
334,석촌호수,관광,nature,nature,활동 및 즐길거리,볼거리가 많아요,90.0,279
335,석촌호수,관광,nature,nature,경관 및 사진,경관이 독특해요,83.0,279
336,석촌호수,관광,nature,nature,시설 및 편의성,방문객이 많아요,68.0,279
337,석촌호수,관광,nature,nature,시설 및 편의성,대중교통이 편해요,65.0,279
338,석촌호수,관광,nature,nature,시설 및 편의성,규모가 커요,22.0,279
339,석촌호수,관광,nature,nature,시설 및 편의성,편의시설이 잘 되어있어요,20.0,279
340,석촌호수,관광,nature,nature,기타,코스가 길어요,16.0,279
341,석촌호수,관광,nature,nature,시설 및 편의성,관리가 잘 되어있어요,16.0,279
342,석촌호수,관광,nature,nature,시설 및 편의성,화장실이 깨끗해요,15.0,279
343,석촌호수,관광,nature,nature,활동 및 즐길거리,피크닉하기 좋아요,14.0,279
344,석촌호수,관광,nature,nature,기타,붐비지 않아요,12.0,279
345,석촌호수,관광,nature,nature,시설 및 편의성,반려동물과 가기 좋아요,11.0,279
346,석촌호수,관광,nature,nature,시설 및 편의성,조용히 쉬기 좋아요,10.0,279
347,석촌호수,관광,nature,nature,활동 및 즐길거리,아이와 가기 좋아요,9.0,279
348,석촌호수,관광,nature,nature,시설 및 편의성,주차하기 편해요,7.0,279
349,석촌호수,관광,nature,nature,활동 및 즐길거리,먹거리가 풍부해요,1.0,279
350,화랑대 철도공원,관광,experience,experience,활동 및 즐길거리,볼거리가 많아요,27.0,51
351,화랑대 철도공원,관광,experience,experience,활동 및 즐길거리,산책로가 잘 되어있어요,25.0,51
352,화랑대 철도공원,관광,experience,experience,경관 및 사진,뷰가 좋아요,25.0,51
353,화랑대 철도공원,관광,experience,experience,경관 및 사진,사진이 잘 나와요,15.0,51
354,화랑대 철도공원,관광,experience,experience,시설 및 편의성,관리가 잘 되어있어요,14.0,51
355,화랑대 철도공원,관광,experience,experience,시설 및 편의성,주차하기 편해요,13.0,51
356,화랑대 철도공원,관광,experience,experience,기타,붐비지 않아요,8.0,51
357,화랑대 철도공원,관광,experience,experience,시설 및 편의성,편의시설이 잘 되어있어요,6.0,51
358,화랑대 철도공원,관광,experience,experience,활동 및 즐길거리,아이와 가기 좋아요,6.0,51
359,화랑대 철도공원,관광,experience,experience,시설 및 편의성,방문객이 많아요,5.0,51
360,화랑대 철도공원,관광,experience,experience,경관 및 사진,자연 경관이 좋아요,3.0,51
361,화랑대 철도공원,관광,experience,experience,활동 및 즐길거리,컨셉이 독특해요,2.0,51
362,화랑대 철도공원,관광,experience,experience,시설 및 편의성,반려동물과 가기 좋아요,2.0,51
363,화랑대 철도공원,관광,experience,experience,활동 및 즐길거리,먹거리가 풍부해요,1.0,51
364,화랑대 철도공원,관광,experience,experience,시설 및 편의성,근처에 갈 곳이 많아요,1.0,51
365,화랑대 철도공원,관광,experience,experience,가격 및 가치,가격이 합리적이에요,1.0,51
366,화랑대 철도공원,관광,experience,experience,활동 및 즐길거리,체험 프로그램이 다양해요,1.0,51
367,화랑대 철도공원,관광,experience,experience,서비스,유익해요,1.0,51
368,청계천,관광,experience,experience,경관 및 사진,뷰가 좋아요,160.0,161
369,청계천,관광,experience,experience,경관 및 사진,사진이 잘 나와요,104.0,161
370,청계천,관광,experience,experience,활동 및 즐길거리,볼거리가 많아요,69.0,161
371,청계천,관광,experience,experience,시설 및 편의성,근처에 갈 곳이 많아요,52.0,161
372,청계천,관광,experience,experience,경관 및 사진,경관이 독특해요,47.0,161
373,청계천,관광,experience,experience,활동 및 즐길거리,산책로가 잘 되어있어요,37.0,161
374,청계천,관광,experience,experience,시설 및 편의성,대중교통이 편해요,33.0,161
375,청계천,관광,experience,experience,기타,붐비지 않아요,30.0,161
376,청계천,관광,experience,experience,시설 및 편의성,방문객이 많아요,25.0,161
377,청계천,관광,experience,experience,시설 및 편의성,관리가 잘 되어있어요,17.0,161
378,청계천,관광,experience,experience,시설 및 편의성,조용히 쉬기 좋아요,15.0,161
379,청계천,관광,experience,experience,활동 및 즐길거리,아이와 가기 좋아요,7.0,161
380,청계천,관광,experience,experience,활동 및 즐길거리,피크닉하기 좋아요,7.0,161
381,청계천,관광,experience,experience,기타,코스가 길어요,5.0,161
382,청계천,관광,experience,experience,시설 및 편의성,편의시설이 잘 되어있어요,5.0,161
383,청계천,관광,experience,experience,시설 및 편의성,반려동물과 가기 좋아요,4.0,161
384,청계천,관광,experience,experience,활동 및 즐길거리,신기한 식물이 많아요,3.0,161
385,청계천,관광,experience,experience,시설 및 편의성,규모가 커요,3.0,161
386,청계천,관광,experience,experience,시설 및 편의성,주차하기 편해요,2.0,161
387,청계천,관광,experience,experience,활동 및 즐길거리,먹거리가 풍부해요,1.0,161
388,청계천,관광,experience,experience,시설 및 편의성,화장실이 깨끗해요,1.0,161
389,서래마을,관광,experience,experience,서비스,친절해요,56.0,104
390,서래마을,관광,experience,experience,경관 및 사진,자연 경관이 좋아요,19.0,104
391,서래마을,관광,experience,experience,가격 및 가치,가격이 합리적이에요,15.0,104
392,서래마을,관광,experience,experience,활동 및 즐길거리,먹거리가 풍부해요,14.0,104
393,서래마을,관광,experience,experience,시설 및 편의성,관리가 잘 되어있어요,14.0,104
394,서래마을,관광,experience,experience,활동 및 즐길거리,볼거리가 많아요,12.0,104
395,서래마을,관광,experience,experience,시설 및 편의성,주차하기 편해요,9.0,104
396,서래마을,관광,experience,experience,서비스,유익해요,8.0,104
397,서래마을,관광,experience,experience,시설 및 편의성,화장실이 깨끗해요,6.0,104
398,서래마을,관광,experience,experience,활동 및 즐길거리,체험 프로그램이 다양해요,3.0,104
399,서래마을,관광,experience,experience,기타,붐비지 않아요,2.0,104
400,서래마을,관광,experience,experience,활동 및 즐길거리,아이와 가기 좋아요,1.0,104
401,경희궁,관광,history,history,경관 및 사진,사진이 잘 나와요,29.0,39
402,경희궁,관광,history,history,기타,붐비지 않아요,29.0,39
403,경희궁,관광,history,history,활동 및 즐길거리,산책로가 잘 되어있어요,21.0,39
404,경희궁,관광,history,history,시설 및 편의성,관리가 잘 되어있어요,13.0,39
405,경희궁,관광,history,history,활동 및 즐길거리,아이와 가기 좋아요,13.0,39
406,경희궁,관광,history,history,경관 및 사진,뷰가 좋아요,12.0,39
407,경희궁,관광,history,history,시설 및 편의성,대중교통이 편해요,7.0,39
408,경희궁,관광,history,history,활동 및 즐길거리,볼거리가 많아요,6.0,39
409,경희궁,관광,history,history,시설 및 편의성,주차하기 편해요,6.0,39
410,경희궁,관광,history,history,시설 및 편의성,반려동물과 가기 좋아요,6.0,39
411,경희궁,관광,history,history,가격 및 가치,가격이 합리적이에요,5.0,39
412,경희궁,관광,history,history,서비스,설명이 잘 되어있어요,4.0,39
413,경희궁,관광,history,history,시설 및 편의성,근처에 갈 곳이 많아요,4.0,39
414,경희궁,관광,history,history,경관 및 사진,경관이 독특해요,1.0,39
415,경희궁,관광,history,history,시설 및 편의성,화장실이 깨끗해요,1.0,39
416,서울로 7017,관광,theme,culture,경관 및 사진,뷰가 좋아요,21.0,23
417,서울로 7017,관광,theme,culture,활동 및 즐길거리,산책로가 잘 되어있어요,20.0,23
418,서울로 7017,관광,theme,culture,경관 및 사진,사진이 잘 나와요,12.0,23
419,서울로 7017,관광,theme,culture,시설 및 편의성,관리가 잘 되어있어요,9.0,23
420,서울로 7017,관광,theme,culture,활동 및 즐길거리,볼거리가 많아요,6.0,23
421,서울로 7017,관광,theme,culture,시설 및 편의성,방문객이 많아요,5.0,23
422,서울로 7017,관광,theme,culture,시설 및 편의성,근처에 갈 곳이 많아요,5.0,23
423,서울로 7017,관광,theme,culture,시설 및 편의성,대중교통이 편해요,3.0,23
424,서울로 7017,관광,theme,culture,경관 및 사진,자연 경관이 좋아요,3.0,23
425,서울로 7017,관광,theme,culture,기타,붐비지 않아요,3.0,23
426,서울로 7017,관광,theme,culture,활동 및 즐길거리,컨셉이 독특해요,1.0,23
427,서울로 7017,관광,theme,culture,활동 및 즐길거리,아이와 가기 좋아요,1.0,23
428,돈의문박물관마을,관광,experience,experience,활동 및 즐길거리,볼거리가 많아요,37.0,45
429,돈의문박물관마을,관광,experience,experience,활동 및 즐길거리,체험 프로그램이 다양해요,37.0,45
430,돈의문박물관마을,관광,experience,experience,시설 및 편의성,관리가 잘 되어있어요,23.0,45
431,돈의문박물관마을,관광,experience,experience,활동 및 즐길거리,아이와 가기 좋아요,21.0,45
432,돈의문박물관마을,관광,experience,experience,경관 및 사진,자연 경관이 좋아요,8.0,45
433,돈의문박물관마을,관광,experience,experience,서비스,유익해요,7.0,45
434,돈의문박물관마을,관광,experience,experience,시설 및 편의성,근처에 갈 곳이 많아요,6.0,45
435,돈의문박물관마을,관광,experience,experience,경관 및 사진,사진이 잘 나와요,6.0,45
436,돈의문박물관마을,관광,experience,experience,가격 및 가치,가격이 합리적이에요,6.0,45
437,돈의문박물관마을,관광,experience,experience,시설 및 편의성,화장실이 깨끗해요,6.0,45
438,돈의문박물관마을,관광,experience,experience,기타,붐비지 않아요,6.0,45
439,돈의문박물관마을,관광,experience,experience,시설 및 편의성,대중교통이 편해요,5.0,45
440,돈의문박물관마을,관광,experience,experience,시설 및 편의성,방문객이 많아요,2.0,45
441,돈의문박물관마을,관광,experience,experience,서비스,친절해요,2.0,45
442,돈의문박물관마을,관광,experience,experience,시설 및 편의성,규모가 커요,2.0,45
443,돈의문박물관마을,관광,experience,experience,활동 및 즐길거리,컨셉이 독특해요,1.0,45
444,돈의문박물관마을,관광,experience,experience,시설 및 편의성,편의시설이 잘 되어있어요,1.0,45
445,돈의문박물관마을,관광,experience,experience,활동 및 즐길거리,피크닉하기 좋아요,1.0,45
446,돈의문박물관마을,관광,experience,experience,활동 및 즐길거리,산책로가 잘 되어있어요,1.0,45
447,덕수궁 돌담길,관광,experience,experience,활동 및 즐길거리,산책로가 잘 되어있어요,21.0,22
448,덕수궁 돌담길,관광,experience,experience,경관 및 사진,뷰가 좋아요,18.0,22
449,덕수궁 돌담길,관광,experience,experience,경관 및 사진,사진이 잘 나와요,15.0,22
450,덕수궁 돌담길,관광,experience,experience,시설 및 편의성,방문객이 많아요,8.0,22
451,덕수궁 돌담길,관광,experience,experience,활동 및 즐길거리,볼거리가 많아요,7.0,22
452,덕수궁 돌담길,관광,experience,experience,경관 및 사진,자연 경관이 좋아요,7.0,22
