,Attraction,Good_Point,Selected_People,Category
12281,바바인디아 강남역점,매장이 넓어요,105,시설 및 분위기
12282,바바인디아 강남역점,인테리어가 멋져요,87,시설 및 분위기
12283,바바인디아 강남역점,친절해요,81,서비스
12284,바바인디아 강남역점,양이 많아요,80,음식의 속성
12285,바바인디아 강남역점,재료가 신선해요,52,음식의 속성
12286,바바인디아 강남역점,매장이 청결해요,44,시설 및 분위기
12287,바바인디아 강남역점,단체모임 하기 좋아요,41,시설 및 분위기
12288,바바인디아 강남역점,특별한 메뉴가 있어요,40,음식의 속성
12289,바바인디아 강남역점,현지 맛에 가까워요,36,음식의 속성
12290,바바인디아 강남역점,가성비가 좋아요,31,가격 및 가치
12291,바바인디아 강남역점,특별한 날 가기 좋아요,30,시설 및 분위기
12292,바바인디아 강남역점,주차하기 편해요,13,주변 인프라
12293,바바인디아 강남역점,메뉴 구성이 알차요,8,가격 및 가치
12294,바바인디아 강남역점,뷰가 좋아요,7,시설 및 분위기
12295,바바인디아 강남역점,차분한 분위기에요,6,시설 및 분위기
12296,바바인디아 강남역점,향신료가 강하지 않아요,6,음식의 속성
12297,바바인디아 강남역점,혼밥하기 좋아요,5,시설 및 분위기
12298,바바인디아 강남역점,코스요리가 알차요,3,가격 및 가치
12299,바바인디아 강남역점,음식이 빨리 나와요,3,서비스
12300,바바인디아 강남역점,화장실이 깨끗해요,3,시설 및 분위기
12301,바바인디아 강남역점,아늑해요,2,시설 및 분위기
12302,바바인디아 강남역점,컨셉이 독특해요,1,시설 및 분위기
12303,바바인디아 강남역점,비싼 만큼 가치있어요,1,가격 및 가치
12304,바바인디아 강남역점,건강한 맛이에요,1,음식의 속성
12305,서울리즘,인테리어가 멋져요,125,시설 및 분위기
12306,서울리즘,뷰가 좋아요,101,시설 및 분위기
12307,서울리즘,음식이 맛있어요,71,음식의 속성
12308,서울리즘,친절해요,67,서비스
12309,서울리즘,매장이 넓어요,54,시설 및 분위기
12310,서울리즘,특별한 날 가기 좋아요,54,시설 및 분위기
12311,서울리즘,매장이 청결해요,45,시설 및 분위기
12312,서울리즘,특별한 메뉴가 있어요,43,음식의 속성
12313,서울리즘,대화하기 좋아요,38,시설 및 분위기
12314,서울리즘,오래 머무르기 좋아요,25,시설 및 분위기
12315,서울리즘,음악이 좋아요,17,시설 및 분위기
12316,서울리즘,술이 다양해요,16,음식의 속성
12317,서울리즘,재료가 신선해요,13,음식의 속성
12318,서울리즘,단체모임 하기 좋아요,11,시설 및 분위기
12319,서울리즘,주차하기 편해요,8,주변 인프라
12320,서울리즘,가성비가 좋아요,8,가격 및 가치
12321,서울리즘,화장실이 깨끗해요,8,시설 및 분위기
12322,서울리즘,혼술하기 좋아요,7,시설 및 분위기
12323,서울리즘,양이 많아요,3,음식의 속성
12324,서울리즘,기본 안주가 좋아요,3,음식의 속성
12325,서울리즘,사진이 잘 나와요,2,시설 및 분위기
12326,서울리즘,컨셉이 독특해요,1,시설 및 분위기
12327,서울리즘,혼밥하기 좋아요,1,시설 및 분위기
12328,서울리즘,야외 공간이 멋져요,1,시설 및 분위기
12329,서울리즘,비싼 만큼 가치있어요,1,가격 및 가치
12330,홍능갈비집본점,음식이 맛있어요,326,음식의 속성
12331,홍능갈비집본점,친절해요,160,서비스
12332,홍능갈비집본점,양이 많아요,96,음식의 속성
12333,홍능갈비집본점,주차하기 편해요,86,주변 인프라
12334,홍능갈비집본점,매장이 넓어요,67,시설 및 분위기
12335,홍능갈비집본점,고기 질이 좋아요,48,음식의 속성
12336,홍능갈비집본점,단체모임 하기 좋아요,45,시설 및 분위기
12337,홍능갈비집본점,재료가 신선해요,41,음식의 속성
12338,홍능갈비집본점,특별한 메뉴가 있어요,41,음식의 속성
12339,홍능갈비집본점,특별한 날 가기 좋아요,31,시설 및 분위기
12340,홍능갈비집본점,가성비가 좋아요,23,가격 및 가치
12341,홍능갈비집본점,직접 잘 구워줘요,23,서비스
12342,홍능갈비집본점,매장이 청결해요,19,시설 및 분위기
12343,홍능갈비집본점,혼밥하기 좋아요,14,시설 및 분위기
12344,홍능갈비집본점,인테리어가 멋져요,5,시설 및 분위기
12345,홍능갈비집본점,화장실이 깨끗해요,5,시설 및 분위기
12346,홍능갈비집본점,반찬이 잘 나와요,3,음식의 속성
12347,홍능갈비집본점,비싼 만큼 가치있어요,2,가격 및 가치
12348,홍능갈비집본점,룸이 잘 되어있어요,2,시설 및 분위기
12349,홍능갈비집본점,뷰가 좋아요,2,시설 및 분위기
12350,홍능갈비집본점,컨셉이 독특해요,1,시설 및 분위기
12351,홍능갈비집본점,잡내가 적어요,1,음식의 속성
12352,홍능갈비집본점,건강한 맛이에요,1,음식의 속성
12353,곰국시집,음식이 맛있어요,451,음식의 속성
12354,곰국시집,매장이 넓어요,123,시설 및 분위기
12355,곰국시집,친절해요,99,서비스
12356,곰국시집,재료가 신선해요,88,음식의 속성
12357,곰국시집,양이 많아요,85,음식의 속성
12358,곰국시집,특별한 메뉴가 있어요,85,음식의 속성
12359,곰국시집,단체모임 하기 좋아요,76,시설 및 분위기
12360,곰국시집,매장이 청결해요,56,시설 및 분위기
12361,곰국시집,가성비가 좋아요,25,가격 및 가치
12362,곰국시집,혼밥하기 좋아요,22,시설 및 분위기
12363,곰국시집,특별한 날 가기 좋아요,12,시설 및 분위기
12364,곰국시집,화장실이 깨끗해요,10,시설 및 분위기
12365,곰국시집,인테리어가 멋져요,6,시설 및 분위기
12366,곰국시집,주차하기 편해요,3,주변 인프라
12367,곰국시집,건강한 맛이에요,3,음식의 속성
12368,곰국시집,음식이 빨리 나와요,1,서비스
12369,곰국시집,고기 질이 좋아요,1,음식의 속성
12370,곰국시집,비싼 만큼 가치있어요,1,가격 및 가치
12371,곰국시집,직접 잘 구워줘요,1,서비스
12372,까델루뽀,음식이 맛있어요,197,음식의 속성
12373,까델루뽀,특별한 날 가기 좋아요,137,시설 및 분위기
12374,까델루뽀,친절해요,130,서비스
12375,까델루뽀,인테리어가 멋져요,111,시설 및 분위기
12376,까델루뽀,재료가 신선해요,98,음식의 속성
12377,까델루뽀,특별한 메뉴가 있어요,98,음식의 속성
12378,까델루뽀,가성비가 좋아요,45,가격 및 가치
12379,까델루뽀,뷰가 좋아요,43,시설 및 분위기
12380,까델루뽀,매장이 청결해요,38,시설 및 분위기
12381,까델루뽀,양이 많아요,12,음식의 속성
12382,까델루뽀,주차하기 편해요,12,주변 인프라
12383,까델루뽀,아늑해요,11,시설 및 분위기
12384,까델루뽀,단체모임 하기 좋아요,10,시설 및 분위기
12385,까델루뽀,차분한 분위기에요,7,시설 및 분위기
12386,까델루뽀,화장실이 깨끗해요,5,시설 및 분위기
12387,까델루뽀,대화하기 좋아요,4,시설 및 분위기
12388,까델루뽀,코스요리가 알차요,3,가격 및 가치
12389,까델루뽀,매장이 넓어요,3,시설 및 분위기
12390,까델루뽀,혼밥하기 좋아요,2,시설 및 분위기
12391,까델루뽀,건강한 맛이에요,2,음식의 속성
12392,까델루뽀,술이 다양해요,1,음식의 속성
12393,까델루뽀,디저트가 맛있어요,1,음식의 속성
12394,까델루뽀,메뉴 구성이 알차요,1,가격 및 가치
12395,까델루뽀,야외 공간이 멋져요,1,시설 및 분위기
12396,까델루뽀,비싼 만큼 가치있어요,1,가격 및 가치
12397,까델루뽀,오래 머무르기 좋아요,1,시설 및 분위기
12398,이강순실비집,음식이 맛있어요,251,음식의 속성
12399,이강순실비집,친절해요,84,서비스
12400,이강순실비집,재료가 신선해요,55,음식의 속성
12401,이강순실비집,특별한 메뉴가 있어요,52,음식의 속성
12402,이강순실비집,양이 많아요,44,음식의 속성
12403,이강순실비집,가성비가 좋아요,33,가격 및 가치
12404,이강순실비집,혼밥하기 좋아요,20,시설 및 분위기
12405,이강순실비집,단체모임 하기 좋아요,12,시설 및 분위기
12406,이강순실비집,매장이 넓어요,10,시설 및 분위기
12407,이강순실비집,매장이 청결해요,8,시설 및 분위기
12408,이강순실비집,인테리어가 멋져요,6,시설 및 분위기
12409,이강순실비집,뷰가 좋아요,6,시설 및 분위기
12410,이강순실비집,메뉴 구성이 알차요,5,가격 및 가치
12411,이강순실비집,특별한 날 가기 좋아요,4,시설 및 분위기
12412,이강순실비집,화장실이 깨끗해요,4,시설 및 분위기
12413,이강순실비집,음식이 빨리 나와요,3,서비스
12414,이강순실비집,반찬이 잘 나와요,3,음식의 속성
12415,이강순실비집,주차하기 편해요,2,주변 인프라
12416,이강순실비집,차분한 분위기에요,1,시설 및 분위기
12417,이강순실비집,아늑해요,1,시설 및 분위기
12418,이강순실비집,포장이 깔끔해요,1,서비스
12419,이강순실비집,대화하기 좋아요,1,시설 및 분위기
12420,이강순실비집,건강한 맛이에요,1,음식의 속성
12421,영등포복집,음식이 맛있어요,170,음식의 속성
12422,영등포복집,친절해요,69,서비스
12423,영등포복집,재료가 신선해요,62,음식의 속성
12424,영등포복집,특별한 메뉴가 있어요,34,음식의 속성
12425,영등포복집,건강한 맛이에요,34,음식의 속성
12426,영등포복집,매장이 넓어요,23,시설 및 분위기
12427,영등포복집,매장이 청결해요,20,시설 및 분위기
12428,영등포복집,단체모임 하기 좋아요,19,시설 및 분위기
12429,영등포복집,양이 많아요,18,음식의 속성
12430,영등포복집,특별한 날 가기 좋아요,13,시설 및 분위기
12431,영등포복집,인테리어가 멋져요,8,시설 및 분위기
12432,영등포복집,화장실이 깨끗해요,8,시설 및 분위기
12433,영등포복집,혼밥하기 좋아요,3,시설 및 분위기
12434,영등포복집,주차하기 편해요,3,주변 인프라
12435,영등포복집,가성비가 좋아요,3,가격 및 가치
12436,영등포복집,뷰가 좋아요,2,시설 및 분위기
12437,영등포복집,잡내가 적어요,1,음식의 속성
12438,영등포복집,현지 맛에 가까워요,1,음식의 속성
12439,상인정신,음식이 맛있어요,112,음식의 속성
12440,상인정신,친절해요,74,서비스
12441,상인정신,대화하기 좋아요,38,시설 및 분위기
12442,상인정신,음악이 좋아요,37,시설 및 분위기
12443,상인정신,특별한 메뉴가 있어요,32,음식의 속성
12444,상인정신,술이 다양해요,25,음식의 속성
12445,상인정신,기본 안주가 좋아요,25,음식의 속성
12446,상인정신,매장이 청결해요,23,시설 및 분위기
12447,상인정신,가성비가 좋아요,20,가격 및 가치
12448,상인정신,오래 머무르기 좋아요,15,시설 및 분위기
12449,상인정신,화장실이 깨끗해요,15,시설 및 분위기
12450,상인정신,단체모임 하기 좋아요,13,시설 및 분위기
12451,상인정신,인테리어가 멋져요,8,시설 및 분위기
12452,상인정신,혼술하기 좋아요,6,시설 및 분위기
12453,상인정신,메뉴 구성이 알차요,4,가격 및 가치
12454,상인정신,컨셉이 독특해요,1,시설 및 분위기
12455,상인정신,아늑해요,1,시설 및 분위기
12456,상인정신,재료가 신선해요,1,음식의 속성
12457,상인정신,양이 많아요,1,음식의 속성
12458,늘푸른식당,음식이 맛있어요,146,음식의 속성
12459,늘푸른식당,친절해요,45,서비스
12460,늘푸른식당,가성비가 좋아요,41,가격 및 가치
12461,늘푸른식당,특별한 메뉴가 있어요,18,음식의 속성
12462,늘푸른식당,기본 안주가 좋아요,16,음식의 속성
12463,늘푸른식당,혼술하기 좋아요,10,시설 및 분위기
12464,늘푸른식당,대화하기 좋아요,9,시설 및 분위기
12465,늘푸른식당,매장이 청결해요,6,시설 및 분위기
12466,늘푸른식당,술이 다양해요,5,음식의 속성
12467,늘푸른식당,메뉴 구성이 알차요,3,가격 및 가치
12468,늘푸른식당,인테리어가 멋져요,2,시설 및 분위기
12469,늘푸른식당,양이 많아요,2,음식의 속성
12470,늘푸른식당,단체모임 하기 좋아요,2,시설 및 분위기
12471,늘푸른식당,커피가 맛있어요,1,음식의 속성
12472,늘푸른식당,음악이 좋아요,1,시설 및 분위기
12473,늘푸른식당,주차하기 편해요,1,주변 인프라
12474,늘푸른식당,오래 머무르기 좋아요,1,시설 및 분위기
12475,늘푸른식당,화장실이 깨끗해요,1,시설 및 분위기
12476,홍원,음식이 맛있어요,55,음식의 속성
12477,홍원,친절해요,31,서비스
12478,홍원,매장이 넓어요,23,시설 및 분위기
12479,홍원,가성비가 좋아요,17,가격 및 가치
12480,홍원,양이 많아요,12,음식의 속성
12481,홍원,매장이 청결해요,12,시설 및 분위기
12482,홍원,단체모임 하기 좋아요,12,시설 및 분위기
12483,홍원,재료가 신선해요,10,음식의 속성
12484,홍원,특별한 메뉴가 있어요,9,음식의 속성
12485,홍원,혼밥하기 좋아요,7,시설 및 분위기
12486,홍원,주차하기 편해요,6,주변 인프라
12487,홍원,인테리어가 멋져요,4,시설 및 분위기
12488,홍원,화장실이 깨끗해요,2,시설 및 분위기
12489,홍원,음식이 빨리 나와요,1,서비스
12490,홍원,특별한 날 가기 좋아요,1,시설 및 분위기
12491,더 킹스,음식이 맛있어요,431,음식의 속성
12492,더 킹스,메뉴 구성이 알차요,274,가격 및 가치
12493,더 킹스,재료가 신선해요,270,음식의 속성
12494,더 킹스,친절해요,256,서비스
12495,더 킹스,특별한 날 가기 좋아요,178,시설 및 분위기
12496,더 킹스,매장이 청결해요,165,시설 및 분위기
12497,더 킹스,가성비가 좋아요,129,가격 및 가치
12498,더 킹스,매장이 넓어요,124,시설 및 분위기
12499,더 킹스,인테리어가 멋져요,105,시설 및 분위기
12500,더 킹스,특별한 메뉴가 있어요,104,음식의 속성
12501,더 킹스,주차하기 편해요,92,주변 인프라
12502,더 킹스,화장실이 깨끗해요,91,시설 및 분위기
12503,더 킹스,단체모임 하기 좋아요,76,시설 및 분위기
12504,더 킹스,차분한 분위기에요,15,시설 및 분위기
12505,더 킹스,비싼 만큼 가치있어요,14,가격 및 가치
12506,더 킹스,뷰가 좋아요,10,시설 및 분위기
12507,더 킹스,아늑해요,8,시설 및 분위기
12508,더 킹스,혼밥하기 좋아요,8,시설 및 분위기
12509,더 킹스,오래 머무르기 좋아요,3,시설 및 분위기
12510,더 킹스,좌석이 편해요,2,시설 및 분위기
12511,더 킹스,코스요리가 알차요,2,가격 및 가치
12512,더 킹스,건강한 맛이에요,2,음식의 속성
12513,더 킹스,음식이 빨리 나와요,1,서비스
12514,더 킹스,양이 많아요,1,음식의 속성
12515,더 킹스,룸이 잘 되어있어요,1,시설 및 분위기
12516,해안반점,음식이 맛있어요,234,음식의 속성
12517,해안반점,양이 많아요,67,음식의 속성
12518,해안반점,친절해요,61,서비스
12519,해안반점,재료가 신선해요,53,음식의 속성
12520,해안반점,가성비가 좋아요,36,가격 및 가치
12521,해안반점,혼밥하기 좋아요,34,시설 및 분위기
12522,해안반점,특별한 메뉴가 있어요,26,음식의 속성
12523,해안반점,매장이 넓어요,19,시설 및 분위기
12524,해안반점,매장이 청결해요,15,시설 및 분위기
12525,해안반점,단체모임 하기 좋아요,11,시설 및 분위기
12526,해안반점,특별한 날 가기 좋아요,3,시설 및 분위기
12527,해안반점,인테리어가 멋져요,2,시설 및 분위기
12528,해안반점,주차하기 편해요,2,주변 인프라
12529,해안반점,화장실이 깨끗해요,2,시설 및 분위기
12530,해안반점,컨셉이 독특해요,1,시설 및 분위기
12531,해안반점,잡내가 적어요,1,음식의 속성
12532,해안반점,포장이 깔끔해요,1,서비스
12533,해안반점,뷰가 좋아요,1,시설 및 분위기
12534,로리스 더 프라임 립,음식이 맛있어요,733,음식의 속성
12535,로리스 더 프라임 립,인테리어가 멋져요,445,시설 및 분위기
12536,로리스 더 프라임 립,특별한 날 가기 좋아요,414,시설 및 분위기
12537,로리스 더 프라임 립,친절해요,413,서비스
12538,로리스 더 프라임 립,매장이 넓어요,355,시설 및 분위기
12539,로리스 더 프라임 립,특별한 메뉴가 있어요,293,음식의 속성
12540,로리스 더 프라임 립,매장이 청결해요,248,시설 및 분위기
12541,로리스 더 프라임 립,주차하기 편해요,213,주변 인프라
12542,로리스 더 프라임 립,양이 많아요,188,음식의 속성
12543,로리스 더 프라임 립,재료가 신선해요,180,음식의 속성
12544,로리스 더 프라임 립,단체모임 하기 좋아요,148,시설 및 분위기
12545,로리스 더 프라임 립,가성비가 좋아요,136,가격 및 가치
12546,로리스 더 프라임 립,화장실이 깨끗해요,119,시설 및 분위기
12547,로리스 더 프라임 립,비싼 만큼 가치있어요,32,가격 및 가치
12548,로리스 더 프라임 립,메뉴 구성이 알차요,20,가격 및 가치
12549,로리스 더 프라임 립,대화하기 좋아요,19,시설 및 분위기
12550,로리스 더 프라임 립,차분한 분위기에요,18,시설 및 분위기
12551,로리스 더 프라임 립,고기 질이 좋아요,15,음식의 속성
12552,로리스 더 프라임 립,뷰가 좋아요,10,시설 및 분위기
12553,로리스 더 프라임 립,컨셉이 독특해요,9,시설 및 분위기
12554,로리스 더 프라임 립,아늑해요,8,시설 및 분위기
12555,로리스 더 프라임 립,혼밥하기 좋아요,6,시설 및 분위기
12556,로리스 더 프라임 립,샐러드바가 잘 되어있어요,5,음식의 속성
12557,로리스 더 프라임 립,현지 맛에 가까워요,4,음식의 속성
12558,로리스 더 프라임 립,좌석이 편해요,3,시설 및 분위기
12559,로리스 더 프라임 립,코스요리가 알차요,3,가격 및 가치
12560,로리스 더 프라임 립,디저트가 맛있어요,2,음식의 속성
12561,로리스 더 프라임 립,반찬이 잘 나와요,2,음식의 속성
12562,로리스 더 프라임 립,직접 잘 구워줘요,2,서비스
12563,로리스 더 프라임 립,오래 머무르기 좋아요,2,시설 및 분위기
12564,로리스 더 프라임 립,건강한 맛이에요,2,음식의 속성
12565,로리스 더 프라임 립,음식이 빨리 나와요,1,서비스
12566,로리스 더 프라임 립,잡내가 적어요,1,음식의 속성
12567,로리스 더 프라임 립,음악이 좋아요,1,시설 및 분위기
12568,로리스 더 프라임 립,집중하기 좋아요,1,시설 및 분위기
12569,백제삼계탕,음식이 맛있어요,167,음식의 속성
12570,백제삼계탕,친절해요,72,서비스
12571,백제삼계탕,매장이 넓어요,54,시설 및 분위기
12572,백제삼계탕,재료가 신선해요,40,음식의 속성
12573,백제삼계탕,양이 많아요,38,음식의 속성
12574,백제삼계탕,특별한 메뉴가 있어요,28,음식의 속성
12575,백제삼계탕,매장이 청결해요,27,시설 및 분위기
12576,백제삼계탕,혼밥하기 좋아요,22,시설 및 분위기
12577,백제삼계탕,고기 질이 좋아요,20,음식의 속성
12578,백제삼계탕,가성비가 좋아요,19,가격 및 가치
12579,백제삼계탕,단체모임 하기 좋아요,18,시설 및 분위기
12580,백제삼계탕,인테리어가 멋져요,10,시설 및 분위기
12581,백제삼계탕,특별한 날 가기 좋아요,8,시설 및 분위기
12582,백제삼계탕,건강한 맛이에요,5,음식의 속성
12583,백제삼계탕,화장실이 깨끗해요,4,시설 및 분위기
12584,백제삼계탕,음식이 빨리 나와요,3,서비스
12585,백제삼계탕,뷰가 좋아요,2,시설 및 분위기
12586,백제삼계탕,차분한 분위기에요,1,시설 및 분위기
12587,백제삼계탕,좌석이 편해요,1,시설 및 분위기
12588,백제삼계탕,아이와 가기 좋아요,1,시설 및 분위기
12589,백제삼계탕,반찬이 잘 나와요,1,음식의 속성
12590,라 쿠치나,음식이 맛있어요,100,음식의 속성
12591,라 쿠치나,뷰가 좋아요,77,시설 및 분위기
12592,라 쿠치나,친절해요,53,서비스
12593,라 쿠치나,특별한 날 가기 좋아요,52,시설 및 분위기
12594,라 쿠치나,인테리어가 멋져요,36,시설 및 분위기
12595,라 쿠치나,재료가 신선해요,33,음식의 속성
12596,라 쿠치나,매장이 청결해요,32,시설 및 분위기
12597,라 쿠치나,특별한 메뉴가 있어요,27,음식의 속성
12598,라 쿠치나,주차하기 편해요,23,주변 인프라
12599,라 쿠치나,단체모임 하기 좋아요,14,시설 및 분위기
12600,라 쿠치나,매장이 넓어요,13,시설 및 분위기
12601,라 쿠치나,가성비가 좋아요,8,가격 및 가치
12602,라 쿠치나,화장실이 깨끗해요,8,시설 및 분위기
12603,라 쿠치나,양이 많아요,2,음식의 속성
12604,라 쿠치나,코스요리가 알차요,1,가격 및 가치
12605,라 쿠치나,아늑해요,1,시설 및 분위기
12606,라 쿠치나,혼밥하기 좋아요,1,시설 및 분위기
12607,라 쿠치나,야외 공간이 멋져요,1,시설 및 분위기
12608,라 쿠치나,환기가 잘 돼요,1,시설 및 분위기
12609,삼수갑산,음식이 맛있어요,48,음식의 속성
12610,삼수갑산,매장이 넓어요,20,시설 및 분위기
12611,삼수갑산,단체모임 하기 좋아요,16,시설 및 분위기
12612,삼수갑산,재료가 신선해요,13,음식의 속성
12613,삼수갑산,가성비가 좋아요,10,가격 및 가치
12614,삼수갑산,친절해요,9,서비스
12615,삼수갑산,고기 질이 좋아요,9,음식의 속성
12616,삼수갑산,양이 많아요,8,음식의 속성
12617,삼수갑산,혼밥하기 좋아요,7,시설 및 분위기
12618,삼수갑산,특별한 메뉴가 있어요,5,음식의 속성
12619,삼수갑산,주차하기 편해요,4,주변 인프라
12620,삼수갑산,매장이 청결해요,4,시설 및 분위기
12621,삼수갑산,특별한 날 가기 좋아요,3,시설 및 분위기
12622,삼수갑산,인테리어가 멋져요,1,시설 및 분위기
12623,삼수갑산,뷰가 좋아요,1,시설 및 분위기
12624,스시겐,음식이 맛있어요,58,음식의 속성
12625,스시겐,재료가 신선해요,39,음식의 속성
12626,스시겐,친절해요,24,서비스
12627,스시겐,매장이 청결해요,22,시설 및 분위기
12628,스시겐,특별한 메뉴가 있어요,20,음식의 속성
12629,스시겐,가성비가 좋아요,16,가격 및 가치
12630,스시겐,인테리어가 멋져요,11,시설 및 분위기
12631,스시겐,혼밥하기 좋아요,8,시설 및 분위기
12632,스시겐,특별한 날 가기 좋아요,8,시설 및 분위기
12633,스시겐,매장이 넓어요,3,시설 및 분위기
12634,스시겐,단체모임 하기 좋아요,3,시설 및 분위기
12635,스시겐,화장실이 깨끗해요,3,시설 및 분위기
12636,스시겐,양이 많아요,2,음식의 속성
12637,스시겐,차분한 분위기에요,1,시설 및 분위기
12638,스시겐,메뉴 구성이 알차요,1,가격 및 가치
12639,하모,음식이 맛있어요,135,음식의 속성
12640,하모,재료가 신선해요,95,음식의 속성
12641,하모,친절해요,90,서비스
12642,하모,특별한 메뉴가 있어요,51,음식의 속성
12643,하모,매장이 청결해요,51,시설 및 분위기
12644,하모,매장이 넓어요,41,시설 및 분위기
12645,하모,가성비가 좋아요,33,가격 및 가치
12646,하모,특별한 날 가기 좋아요,30,시설 및 분위기
12647,하모,인테리어가 멋져요,28,시설 및 분위기
12648,하모,단체모임 하기 좋아요,26,시설 및 분위기
12649,하모,주차하기 편해요,24,주변 인프라
12650,하모,양이 많아요,17,음식의 속성
12651,하모,화장실이 깨끗해요,10,시설 및 분위기
12652,하모,혼밥하기 좋아요,6,시설 및 분위기
12653,하모,뷰가 좋아요,4,시설 및 분위기
12654,하모,메뉴 구성이 알차요,3,가격 및 가치
12655,하모,대화하기 좋아요,3,시설 및 분위기
12656,하모,건강한 맛이에요,3,음식의 속성
12657,하모,차분한 분위기에요,2,시설 및 분위기
12658,하모,코스요리가 알차요,2,가격 및 가치
12659,하모,룸이 잘 되어있어요,2,시설 및 분위기
12660,하모,아늑해요,1,시설 및 분위기
12661,하모,비싼 만큼 가치있어요,1,가격 및 가치
12662,장군갈비,음식이 맛있어요,511,음식의 속성
12663,장군갈비,친절해요,181,서비스
12664,장군갈비,매장이 넓어요,124,시설 및 분위기
12665,장군갈비,단체모임 하기 좋아요,98,시설 및 분위기
12666,장군갈비,재료가 신선해요,78,음식의 속성
12667,장군갈비,고기 질이 좋아요,72,음식의 속성
12668,장군갈비,주차하기 편해요,55,주변 인프라
12669,장군갈비,특별한 날 가기 좋아요,53,시설 및 분위기
12670,장군갈비,매장이 청결해요,53,시설 및 분위기
12671,장군갈비,양이 많아요,51,음식의 속성
12672,장군갈비,특별한 메뉴가 있어요,43,음식의 속성
12673,장군갈비,가성비가 좋아요,35,가격 및 가치
12674,장군갈비,직접 잘 구워줘요,19,서비스
12675,장군갈비,혼밥하기 좋아요,16,시설 및 분위기
12676,장군갈비,인테리어가 멋져요,7,시설 및 분위기
12677,장군갈비,뷰가 좋아요,7,시설 및 분위기
12678,장군갈비,화장실이 깨끗해요,5,시설 및 분위기
12679,장군갈비,차분한 분위기에요,2,시설 및 분위기
12680,장군갈비,음식이 빨리 나와요,2,서비스
12681,장군갈비,잡내가 적어요,2,음식의 속성
12682,장군갈비,건강한 맛이에요,2,음식의 속성
12683,장군갈비,비싼 만큼 가치있어요,1,가격 및 가치
12684,장군갈비,반찬이 잘 나와요,1,음식의 속성
12685,평래옥,음식이 맛있어요,858,음식의 속성
12686,평래옥,특별한 메뉴가 있어요,294,음식의 속성
12687,평래옥,양이 많아요,216,음식의 속성
12688,평래옥,매장이 넓어요,215,시설 및 분위기
12689,평래옥,재료가 신선해요,195,음식의 속성
12690,평래옥,친절해요,179,서비스
12691,평래옥,혼밥하기 좋아요,123,시설 및 분위기
12692,평래옥,매장이 청결해요,114,시설 및 분위기
12693,평래옥,가성비가 좋아요,98,가격 및 가치
12694,평래옥,단체모임 하기 좋아요,84,시설 및 분위기
12695,평래옥,특별한 날 가기 좋아요,28,시설 및 분위기
12696,평래옥,인테리어가 멋져요,12,시설 및 분위기
12697,평래옥,건강한 맛이에요,11,음식의 속성
12698,평래옥,뷰가 좋아요,10,시설 및 분위기
12699,평래옥,화장실이 깨끗해요,9,시설 및 분위기
12700,평래옥,주차하기 편해요,5,주변 인프라
12701,평래옥,음식이 빨리 나와요,4,서비스
12702,평래옥,잡내가 적어요,3,음식의 속성
12703,평래옥,비싼 만큼 가치있어요,3,가격 및 가치
12704,평래옥,반찬이 잘 나와요,3,음식의 속성
12705,평래옥,디저트가 맛있어요,1,음식의 속성
12706,평래옥,고기 질이 좋아요,1,음식의 속성
12707,평래옥,메뉴 구성이 알차요,1,가격 및 가치
12708,평래옥,반려동물과 가기 좋아요,1,시설 및 분위기
12709,평래옥,사진이 잘 나와요,1,시설 및 분위기
12710,평래옥,오래 머무르기 좋아요,1,시설 및 분위기
12711,평래옥,대화하기 좋아요,1,시설 및 분위기
12712,평래옥,환기가 잘 돼요,1,시설 및 분위기
12713,장군보쌈,음식이 맛있어요,571,음식의 속성
12714,장군보쌈,가성비가 좋아요,149,가격 및 가치
12715,장군보쌈,친절해요,143,서비스
12716,장군보쌈,양이 많아요,129,음식의 속성
12717,장군보쌈,매장이 넓어요,128,시설 및 분위기
12718,장군보쌈,단체모임 하기 좋아요,99,시설 및 분위기
12719,장군보쌈,재료가 신선해요,78,음식의 속성
12720,장군보쌈,고기 질이 좋아요,70,음식의 속성
12721,장군보쌈,특별한 메뉴가 있어요,54,음식의 속성
12722,장군보쌈,매장이 청결해요,37,시설 및 분위기
12723,장군보쌈,혼밥하기 좋아요,33,시설 및 분위기
12724,장군보쌈,인테리어가 멋져요,17,시설 및 분위기
12725,장군보쌈,특별한 날 가기 좋아요,12,시설 및 분위기
12726,장군보쌈,주차하기 편해요,8,주변 인프라
12727,장군보쌈,화장실이 깨끗해요,6,시설 및 분위기
12728,장군보쌈,뷰가 좋아요,5,시설 및 분위기
12729,장군보쌈,잡내가 적어요,3,음식의 속성
12730,장군보쌈,음식이 빨리 나와요,2,서비스
12731,장군보쌈,메뉴 구성이 알차요,2,가격 및 가치
12732,장군보쌈,좌석이 편해요,1,시설 및 분위기
12733,장군보쌈,반찬이 잘 나와요,1,음식의 속성
12734,궁나라냉면묵밥,음식이 맛있어요,123,음식의 속성
12735,궁나라냉면묵밥,친절해요,69,서비스
12736,궁나라냉면묵밥,재료가 신선해요,38,음식의 속성
12737,궁나라냉면묵밥,양이 많아요,28,음식의 속성
12738,궁나라냉면묵밥,매장이 청결해요,26,시설 및 분위기
12739,궁나라냉면묵밥,매장이 넓어요,25,시설 및 분위기
12740,궁나라냉면묵밥,가성비가 좋아요,23,가격 및 가치
