,Attraction,Good_Point,Selected_People,Category
12741,궁나라냉면묵밥,혼밥하기 좋아요,19,시설 및 분위기
12742,궁나라냉면묵밥,특별한 메뉴가 있어요,19,음식의 속성
12743,궁나라냉면묵밥,인테리어가 멋져요,5,시설 및 분위기
12744,궁나라냉면묵밥,주차하기 편해요,4,주변 인프라
12745,궁나라냉면묵밥,단체모임 하기 좋아요,3,시설 및 분위기
12746,궁나라냉면묵밥,건강한 맛이에요,2,음식의 속성
12747,궁나라냉면묵밥,특별한 날 가기 좋아요,1,시설 및 분위기
12748,모녀마약김밥,음식이 맛있어요,4313,음식의 속성
12749,모녀마약김밥,가성비가 좋아요,1208,가격 및 가치
12750,모녀마약김밥,특별한 메뉴가 있어요,849,음식의 속성
12751,모녀마약김밥,친절해요,795,서비스
12752,모녀마약김밥,재료가 신선해요,555,음식의 속성
12753,모녀마약김밥,혼밥하기 좋아요,508,시설 및 분위기
12754,모녀마약김밥,양이 많아요,309,음식의 속성
12755,모녀마약김밥,매장이 넓어요,221,시설 및 분위기
12756,모녀마약김밥,매장이 청결해요,136,시설 및 분위기
12757,모녀마약김밥,특별한 날 가기 좋아요,79,시설 및 분위기
12758,모녀마약김밥,음식이 빨리 나와요,61,서비스
12759,모녀마약김밥,단체모임 하기 좋아요,60,시설 및 분위기
12760,모녀마약김밥,인테리어가 멋져요,37,시설 및 분위기
12761,모녀마약김밥,화장실이 깨끗해요,31,시설 및 분위기
12762,모녀마약김밥,뷰가 좋아요,27,시설 및 분위기
12763,모녀마약김밥,메뉴 구성이 알차요,25,가격 및 가치
12764,모녀마약김밥,주차하기 편해요,23,주변 인프라
12765,모녀마약김밥,건강한 맛이에요,8,음식의 속성
12766,모녀마약김밥,포장이 깔끔해요,3,서비스
12767,모녀마약김밥,컨셉이 독특해요,2,시설 및 분위기
12768,모녀마약김밥,아늑해요,2,시설 및 분위기
12769,모녀마약김밥,아이와 가기 좋아요,2,시설 및 분위기
12770,모녀마약김밥,현지 맛에 가까워요,2,음식의 속성
12771,모녀마약김밥,대화하기 좋아요,2,시설 및 분위기
12772,모녀마약김밥,술이 다양해요,1,음식의 속성
12773,모녀마약김밥,좌석이 편해요,1,시설 및 분위기
12774,모녀마약김밥,잡내가 적어요,1,음식의 속성
12775,모녀마약김밥,반찬이 잘 나와요,1,음식의 속성
12776,모녀마약김밥,향신료가 강하지 않아요,1,음식의 속성
12777,모녀마약김밥,직접 잘 구워줘요,1,서비스
12794,갤러리카페 3안,커피가 맛있어요,21,음식의 속성
12795,갤러리카페 3안,친절해요,19,서비스
12796,갤러리카페 3안,인테리어가 멋져요,16,시설 및 분위기
12797,갤러리카페 3안,음료가 맛있어요,7,음식의 속성
12798,갤러리카페 3안,대화하기 좋아요,6,시설 및 분위기
12799,갤러리카페 3안,디저트가 맛있어요,5,음식의 속성
12800,갤러리카페 3안,매장이 청결해요,5,시설 및 분위기
12801,갤러리카페 3안,화장실이 깨끗해요,5,시설 및 분위기
12802,갤러리카페 3안,사진이 잘 나와요,4,시설 및 분위기
12803,갤러리카페 3안,집중하기 좋아요,4,시설 및 분위기
12804,갤러리카페 3안,컨셉이 독특해요,3,시설 및 분위기
12805,갤러리카페 3안,음식이 맛있어요,3,음식의 속성
12806,갤러리카페 3안,좌석이 편해요,2,시설 및 분위기
12807,갤러리카페 3안,가성비가 좋아요,2,가격 및 가치
12808,갤러리카페 3안,야외 공간이 멋져요,1,시설 및 분위기
12809,갤러리카페 3안,특별한 메뉴가 있어요,1,음식의 속성
12810,장수촌 풍천장어,음식이 맛있어요,245,음식의 속성
12811,장수촌 풍천장어,재료가 신선해요,109,음식의 속성
12812,장수촌 풍천장어,친절해요,76,서비스
12813,장수촌 풍천장어,가성비가 좋아요,48,가격 및 가치
12814,장수촌 풍천장어,매장이 넓어요,47,시설 및 분위기
12815,장수촌 풍천장어,단체모임 하기 좋아요,43,시설 및 분위기
12816,장수촌 풍천장어,양이 많아요,41,음식의 속성
12817,장수촌 풍천장어,특별한 메뉴가 있어요,32,음식의 속성
12818,장수촌 풍천장어,특별한 날 가기 좋아요,26,시설 및 분위기
12819,장수촌 풍천장어,매장이 청결해요,19,시설 및 분위기
12820,장수촌 풍천장어,화장실이 깨끗해요,9,시설 및 분위기
12821,장수촌 풍천장어,인테리어가 멋져요,5,시설 및 분위기
12822,장수촌 풍천장어,뷰가 좋아요,5,시설 및 분위기
12823,장수촌 풍천장어,혼밥하기 좋아요,4,시설 및 분위기
12824,장수촌 풍천장어,주차하기 편해요,4,주변 인프라
12825,장수촌 풍천장어,비싼 만큼 가치있어요,2,가격 및 가치
12826,장수촌 풍천장어,직접 잘 구워줘요,2,서비스
12827,장수촌 풍천장어,잡내가 적어요,1,음식의 속성
12828,장수촌 풍천장어,메뉴 구성이 알차요,1,가격 및 가치
12829,장수촌 풍천장어,반찬이 잘 나와요,1,음식의 속성
12830,장수촌 풍천장어,건강한 맛이에요,1,음식의 속성
12831,터치더스카이,음식이 맛있어요,157,음식의 속성
12832,터치더스카이,뷰가 좋아요,124,시설 및 분위기
12833,터치더스카이,친절해요,118,서비스
12834,터치더스카이,특별한 날 가기 좋아요,103,시설 및 분위기
12835,터치더스카이,특별한 메뉴가 있어요,73,음식의 속성
12836,터치더스카이,인테리어가 멋져요,48,시설 및 분위기
12837,터치더스카이,재료가 신선해요,44,음식의 속성
12838,터치더스카이,매장이 청결해요,33,시설 및 분위기
12839,터치더스카이,주차하기 편해요,27,주변 인프라
12840,터치더스카이,매장이 넓어요,20,시설 및 분위기
12841,터치더스카이,비싼 만큼 가치있어요,17,가격 및 가치
12842,터치더스카이,단체모임 하기 좋아요,14,시설 및 분위기
12843,터치더스카이,가성비가 좋아요,12,가격 및 가치
12844,터치더스카이,화장실이 깨끗해요,11,시설 및 분위기
12845,터치더스카이,양이 많아요,8,음식의 속성
12846,터치더스카이,룸이 잘 되어있어요,8,시설 및 분위기
12847,터치더스카이,차분한 분위기에요,3,시설 및 분위기
12848,터치더스카이,코스요리가 알차요,3,가격 및 가치
12849,터치더스카이,혼밥하기 좋아요,2,시설 및 분위기
12850,터치더스카이,고기 질이 좋아요,2,음식의 속성
12851,터치더스카이,대화하기 좋아요,2,시설 및 분위기
12852,터치더스카이,좌석이 편해요,1,시설 및 분위기
12853,터치더스카이,아늑해요,1,시설 및 분위기
12854,터치더스카이,디저트가 맛있어요,1,음식의 속성
12855,터치더스카이,메뉴 구성이 알차요,1,가격 및 가치
12856,터치더스카이,야외 공간이 멋져요,1,시설 및 분위기
12857,터치더스카이,건강한 맛이에요,1,음식의 속성
12858,성북동 구포국수,음식이 맛있어요,399,음식의 속성
12859,성북동 구포국수,친절해요,110,서비스
12860,성북동 구포국수,재료가 신선해요,82,음식의 속성
12861,성북동 구포국수,가성비가 좋아요,74,가격 및 가치
12862,성북동 구포국수,특별한 메뉴가 있어요,70,음식의 속성
12863,성북동 구포국수,양이 많아요,56,음식의 속성
12864,성북동 구포국수,혼밥하기 좋아요,35,시설 및 분위기
12865,성북동 구포국수,인테리어가 멋져요,34,시설 및 분위기
12866,성북동 구포국수,매장이 청결해요,33,시설 및 분위기
12867,성북동 구포국수,단체모임 하기 좋아요,28,시설 및 분위기
12868,성북동 구포국수,뷰가 좋아요,18,시설 및 분위기
12869,성북동 구포국수,매장이 넓어요,15,시설 및 분위기
12870,성북동 구포국수,특별한 날 가기 좋아요,12,시설 및 분위기
12871,성북동 구포국수,화장실이 깨끗해요,6,시설 및 분위기
12872,성북동 구포국수,아늑해요,3,시설 및 분위기
12873,성북동 구포국수,차분한 분위기에요,2,시설 및 분위기
12874,성북동 구포국수,음식이 빨리 나와요,2,서비스
12875,성북동 구포국수,대화하기 좋아요,2,시설 및 분위기
12876,성북동 구포국수,잡내가 적어요,1,음식의 속성
12877,성북동 구포국수,야외 공간이 멋져요,1,시설 및 분위기
12878,성북동 구포국수,주차하기 편해요,1,주변 인프라
12879,성북동 구포국수,반찬이 잘 나와요,1,음식의 속성
12880,성북동 구포국수,건강한 맛이에요,1,음식의 속성
12881,잇텐고,음식이 맛있어요,627,음식의 속성
12882,잇텐고,특별한 메뉴가 있어요,372,음식의 속성
12883,잇텐고,혼밥하기 좋아요,252,시설 및 분위기
12884,잇텐고,친절해요,242,서비스
12885,잇텐고,재료가 신선해요,119,음식의 속성
12886,잇텐고,인테리어가 멋져요,106,시설 및 분위기
12887,잇텐고,가성비가 좋아요,105,가격 및 가치
12888,잇텐고,아늑해요,64,시설 및 분위기
12889,잇텐고,매장이 청결해요,62,시설 및 분위기
12890,잇텐고,차분한 분위기에요,52,시설 및 분위기
12891,잇텐고,양이 많아요,37,음식의 속성
12892,잇텐고,음식이 빨리 나와요,25,서비스
12893,잇텐고,특별한 날 가기 좋아요,15,시설 및 분위기
12894,잇텐고,메뉴 구성이 알차요,12,가격 및 가치
12895,잇텐고,음악이 좋아요,9,시설 및 분위기
12896,잇텐고,화장실이 깨끗해요,4,시설 및 분위기
12897,잇텐고,뷰가 좋아요,3,시설 및 분위기
12898,잇텐고,매장이 넓어요,2,시설 및 분위기
12899,잇텐고,단체모임 하기 좋아요,2,시설 및 분위기
12900,잇텐고,잡내가 적어요,1,음식의 속성
12901,잇텐고,현지 맛에 가까워요,1,음식의 속성
12902,잇텐고,고기 질이 좋아요,1,음식의 속성
12903,잇텐고,주차하기 편해요,1,주변 인프라
12904,잇텐고,사진이 잘 나와요,1,시설 및 분위기
12905,잇텐고,반찬이 잘 나와요,1,음식의 속성
12906,잇텐고,향신료가 강하지 않아요,1,음식의 속성
12907,잇텐고,대화하기 좋아요,1,시설 및 분위기
12908,잇텐고,건강한 맛이에요,1,음식의 속성
12938,감나무집기사식당,음식이 맛있어요,1693,음식의 속성
12939,감나무집기사식당,반찬이 잘 나와요,561,음식의 속성
12940,감나무집기사식당,양이 많아요,518,음식의 속성
12941,감나무집기사식당,혼밥하기 좋아요,509,시설 및 분위기
12942,감나무집기사식당,가성비가 좋아요,495,가격 및 가치
12943,감나무집기사식당,음식이 빨리 나와요,433,서비스
12944,감나무집기사식당,주차하기 편해요,341,주변 인프라
12945,감나무집기사식당,매장이 넓어요,282,시설 및 분위기
12946,감나무집기사식당,친절해요,268,서비스
12947,감나무집기사식당,재료가 신선해요,244,음식의 속성
12948,감나무집기사식당,매장이 청결해요,58,시설 및 분위기
12949,감나무집기사식당,단체모임 하기 좋아요,49,시설 및 분위기
12950,감나무집기사식당,메뉴 구성이 알차요,36,가격 및 가치
12951,감나무집기사식당,화장실이 깨끗해요,26,시설 및 분위기
12952,감나무집기사식당,인테리어가 멋져요,24,시설 및 분위기
12953,감나무집기사식당,뷰가 좋아요,22,시설 및 분위기
12954,감나무집기사식당,건강한 맛이에요,17,음식의 속성
12955,감나무집기사식당,특별한 메뉴가 있어요,3,음식의 속성
12956,감나무집기사식당,아늑해요,2,시설 및 분위기
12957,감나무집기사식당,좌석이 편해요,1,시설 및 분위기
12958,감나무집기사식당,컨셉이 독특해요,1,시설 및 분위기
12959,감나무집기사식당,비싼 만큼 가치있어요,1,가격 및 가치
12960,감나무집기사식당,룸이 잘 되어있어요,1,시설 및 분위기
12961,안동국시소람,음식이 맛있어요,176,음식의 속성
12962,안동국시소람,친절해요,52,서비스
12963,안동국시소람,재료가 신선해요,50,음식의 속성
12964,안동국시소람,매장이 청결해요,40,시설 및 분위기
12965,안동국시소람,특별한 메뉴가 있어요,34,음식의 속성
12966,안동국시소람,양이 많아요,27,음식의 속성
12967,안동국시소람,단체모임 하기 좋아요,23,시설 및 분위기
12968,안동국시소람,매장이 넓어요,20,시설 및 분위기
12969,안동국시소람,혼밥하기 좋아요,14,시설 및 분위기
12970,안동국시소람,인테리어가 멋져요,13,시설 및 분위기
12971,안동국시소람,가성비가 좋아요,12,가격 및 가치
12972,안동국시소람,화장실이 깨끗해요,4,시설 및 분위기
12973,안동국시소람,비싼 만큼 가치있어요,3,가격 및 가치
12974,안동국시소람,건강한 맛이에요,3,음식의 속성
12975,안동국시소람,아늑해요,2,시설 및 분위기
12976,안동국시소람,주차하기 편해요,2,주변 인프라
12977,안동국시소람,특별한 날 가기 좋아요,2,시설 및 분위기
12978,안동국시소람,향신료가 강하지 않아요,2,음식의 속성
12979,안동국시소람,뷰가 좋아요,2,시설 및 분위기
12980,안동국시소람,좌석이 편해요,1,시설 및 분위기
12981,안동국시소람,고기 질이 좋아요,1,음식의 속성
12982,안동국시소람,메뉴 구성이 알차요,1,가격 및 가치
12983,안동국시소람,음악이 좋아요,1,시설 및 분위기
12984,안동국시소람,룸이 잘 되어있어요,1,시설 및 분위기
12985,안동국시소람,반찬이 잘 나와요,1,음식의 속성
12986,명문막국수,음식이 맛있어요,616,음식의 속성
12987,명문막국수,친절해요,145,서비스
12988,명문막국수,재료가 신선해요,120,음식의 속성
12989,명문막국수,주차하기 편해요,103,주변 인프라
12990,명문막국수,양이 많아요,97,음식의 속성
12991,명문막국수,매장이 넓어요,83,시설 및 분위기
12992,명문막국수,특별한 메뉴가 있어요,79,음식의 속성
12993,명문막국수,가성비가 좋아요,61,가격 및 가치
12994,명문막국수,매장이 청결해요,58,시설 및 분위기
