,Attraction,Good_Point,Selected_People
14931,카페 폭포,특별한 메뉴가 있어요,10
14932,카페 폭포,좌석이 편해요,6
14933,카페 폭포,집중하기 좋아요,6
14934,카페 폭포,오래 머무르기 좋아요,3
14935,카페 폭포,종류가 다양해요,3
14936,카페 폭포,컨셉이 독특해요,1
14937,카페 폭포,아늑해요,1
14938,카페 폭포,양이 많아요,1
14939,카페 폭포,메뉴 구성이 알차요,1
14940,카페 폭포,반려동물과 가기 좋아요,1
14941,카페 폭포,특별한 날 가기 좋아요,1
14942,국시집,음식이 맛있어요,168
14943,국시집,재료가 신선해요,49
14944,국시집,친절해요,47
14945,국시집,특별한 메뉴가 있어요,28
14946,국시집,매장이 청결해요,21
14947,국시집,양이 많아요,18
14948,국시집,가성비가 좋아요,18
14949,국시집,혼밥하기 좋아요,15
14950,국시집,매장이 넓어요,6
14951,국시집,단체모임 하기 좋아요,5
14952,국시집,아늑해요,4
14953,국시집,특별한 날 가기 좋아요,4
14954,국시집,인테리어가 멋져요,3
14955,국시집,건강한 맛이에요,2
14956,국시집,차분한 분위기에요,1
14957,국시집,잡내가 적어요,1
14958,국시집,메뉴 구성이 알차요,1
14959,국시집,룸이 잘 되어있어요,1
14960,국시집,대화하기 좋아요,1
14961,국시집,화장실이 깨끗해요,1
14962,갈비명가이상 돈암본관,음식이 맛있어요,1331
14963,갈비명가이상 돈암본관,친절해요,402
14964,갈비명가이상 돈암본관,매장이 넓어요,390
14965,갈비명가이상 돈암본관,단체모임 하기 좋아요,282
14966,갈비명가이상 돈암본관,주차하기 편해요,245
14967,갈비명가이상 돈암본관,매장이 청결해요,219
14968,갈비명가이상 돈암본관,고기 질이 좋아요,178
14969,갈비명가이상 돈암본관,양이 많아요,175
14970,갈비명가이상 돈암본관,재료가 신선해요,160
14971,갈비명가이상 돈암본관,특별한 날 가기 좋아요,155
14972,갈비명가이상 돈암본관,가성비가 좋아요,107
14973,갈비명가이상 돈암본관,특별한 메뉴가 있어요,102
14974,갈비명가이상 돈암본관,화장실이 깨끗해요,58
14975,갈비명가이상 돈암본관,직접 잘 구워줘요,48
14976,갈비명가이상 돈암본관,인테리어가 멋져요,45
14977,갈비명가이상 돈암본관,혼밥하기 좋아요,27
14978,갈비명가이상 돈암본관,뷰가 좋아요,23
14979,갈비명가이상 돈암본관,반찬이 잘 나와요,8
14980,갈비명가이상 돈암본관,룸이 잘 되어있어요,6
14981,갈비명가이상 돈암본관,잡내가 적어요,3
14982,갈비명가이상 돈암본관,메뉴 구성이 알차요,3
14983,갈비명가이상 돈암본관,비싼 만큼 가치있어요,3
14984,갈비명가이상 돈암본관,아늑해요,2
14985,갈비명가이상 돈암본관,음식이 빨리 나와요,2
14986,갈비명가이상 돈암본관,아이와 가기 좋아요,2
14987,갈비명가이상 돈암본관,오래 머무르기 좋아요,1
14988,갈비명가이상 돈암본관,건강한 맛이에요,1
14989,갈비명가이상 돈암본관,환기가 잘 돼요,1
14990,개화,음식이 맛있어요,364
14991,개화,친절해요,144
14992,개화,매장이 넓어요,84
14993,개화,단체모임 하기 좋아요,72
14994,개화,양이 많아요,69
14995,개화,재료가 신선해요,58
14996,개화,가성비가 좋아요,56
14997,개화,매장이 청결해요,42
14998,개화,특별한 메뉴가 있어요,36
14999,개화,혼밥하기 좋아요,33
15000,개화,특별한 날 가기 좋아요,14
15001,개화,화장실이 깨끗해요,13
15002,개화,주차하기 편해요,11
15003,개화,인테리어가 멋져요,10
15004,개화,대화하기 좋아요,4
15005,개화,음식이 빨리 나와요,3
15006,개화,룸이 잘 되어있어요,3
15007,개화,아이와 가기 좋아요,1
15008,개화,건강한 맛이에요,1
15009,개화,뷰가 좋아요,1
15024,삼호복집 신촌,음식이 맛있어요,154
15025,삼호복집 신촌,친절해요,64
15026,삼호복집 신촌,재료가 신선해요,52
15027,삼호복집 신촌,특별한 메뉴가 있어요,37
15028,삼호복집 신촌,매장이 청결해요,34
15029,삼호복집 신촌,단체모임 하기 좋아요,26
15030,삼호복집 신촌,특별한 날 가기 좋아요,22
15031,삼호복집 신촌,매장이 넓어요,20
15032,삼호복집 신촌,가성비가 좋아요,13
15033,삼호복집 신촌,양이 많아요,11
15034,삼호복집 신촌,인테리어가 멋져요,10
15035,삼호복집 신촌,화장실이 깨끗해요,7
15036,삼호복집 신촌,혼밥하기 좋아요,5
15037,삼호복집 신촌,건강한 맛이에요,5
15038,삼호복집 신촌,주차하기 편해요,4
15039,삼호복집 신촌,메뉴 구성이 알차요,3
15040,삼호복집 신촌,비싼 만큼 가치있어요,3
15041,삼호복집 신촌,차분한 분위기에요,1
15042,삼호복집 신촌,코스요리가 알차요,1
15043,삼호복집 신촌,아늑해요,1
15044,삼호복집 신촌,룸이 잘 되어있어요,1
15045,삼호복집 신촌,반찬이 잘 나와요,1
15046,삼호복집 신촌,기본 안주가 좋아요,1
15047,삼호복집 신촌,뷰가 좋아요,1
15048,해랑,음식이 맛있어요,52
15049,해랑,재료가 신선해요,29
15050,해랑,양이 많아요,16
15051,해랑,매장이 넓어요,11
15052,해랑,친절해요,10
15053,해랑,특별한 메뉴가 있어요,10
15054,해랑,매장이 청결해요,9
15055,해랑,단체모임 하기 좋아요,9
15056,해랑,가성비가 좋아요,7
15057,해랑,특별한 날 가기 좋아요,4
15058,해랑,화장실이 깨끗해요,4
15059,해랑,혼밥하기 좋아요,3
15060,해랑,인테리어가 멋져요,3
15061,해랑,주차하기 편해요,3
15062,해랑,비싼 만큼 가치있어요,3
15063,해랑,메뉴 구성이 알차요,2
15064,해랑,대화하기 좋아요,2
15065,해랑,차분한 분위기에요,1
15066,해랑,룸이 잘 되어있어요,1
15067,해랑,기본 안주가 좋아요,1
15068,해랑,뷰가 좋아요,1
15069,종가집,음식이 맛있어요,248
15070,종가집,친절해요,70
15071,종가집,재료가 신선해요,66
15072,종가집,양이 많아요,50
15073,종가집,특별한 메뉴가 있어요,49
15074,종가집,단체모임 하기 좋아요,38
15075,종가집,매장이 넓어요,33
15076,종가집,가성비가 좋아요,32
15077,종가집,매장이 청결해요,13
15078,종가집,화장실이 깨끗해요,10
15079,종가집,특별한 날 가기 좋아요,8
15080,종가집,인테리어가 멋져요,4
15081,종가집,뷰가 좋아요,4
15082,종가집,혼밥하기 좋아요,3
15083,종가집,주차하기 편해요,2
15084,종가집,아늑해요,1
15085,종가집,음식이 빨리 나와요,1
15086,종가집,비싼 만큼 가치있어요,1
15087,종가집,건강한 맛이에요,1
15088,주은감자탕,음식이 맛있어요,1491
15089,주은감자탕,양이 많아요,469
15090,주은감자탕,매장이 넓어요,281
15091,주은감자탕,재료가 신선해요,258
15092,주은감자탕,가성비가 좋아요,228
15093,주은감자탕,친절해요,200
15094,주은감자탕,단체모임 하기 좋아요,138
15095,주은감자탕,매장이 청결해요,113
15096,주은감자탕,특별한 메뉴가 있어요,111
15097,주은감자탕,혼밥하기 좋아요,66
15098,주은감자탕,주차하기 편해요,55
15099,주은감자탕,화장실이 깨끗해요,46
15100,주은감자탕,특별한 날 가기 좋아요,17
15101,주은감자탕,음식이 빨리 나와요,13
15102,주은감자탕,인테리어가 멋져요,13
15103,주은감자탕,뷰가 좋아요,10
15104,주은감자탕,잡내가 적어요,8
15105,주은감자탕,고기 질이 좋아요,7
15106,주은감자탕,건강한 맛이에요,6
15107,주은감자탕,컨셉이 독특해요,3
15108,주은감자탕,메뉴 구성이 알차요,3
15109,주은감자탕,비싼 만큼 가치있어요,3
15110,주은감자탕,반찬이 잘 나와요,3
15111,주은감자탕,술이 다양해요,2
15112,주은감자탕,대화하기 좋아요,2
15113,주은감자탕,아늑해요,1
15114,주은감자탕,혼술하기 좋아요,1
15115,주은감자탕,음료가 맛있어요,1
15116,신안촌,음식이 맛있어요,270
15117,신안촌,재료가 신선해요,188
15118,신안촌,친절해요,123
15119,신안촌,비싼 만큼 가치있어요,72
15120,신안촌,단체모임 하기 좋아요,61
15121,신안촌,반찬이 잘 나와요,50
15122,신안촌,차분한 분위기에요,41
15123,신안촌,특별한 날 가기 좋아요,41
15124,신안촌,매장이 청결해요,32
15125,신안촌,양이 많아요,27
15126,신안촌,가성비가 좋아요,23
15127,신안촌,건강한 맛이에요,19
15128,신안촌,매장이 넓어요,14
15129,신안촌,특별한 메뉴가 있어요,14
15130,신안촌,인테리어가 멋져요,11
15131,신안촌,메뉴 구성이 알차요,9
15132,신안촌,화장실이 깨끗해요,8
15133,신안촌,코스요리가 알차요,3
15134,신안촌,아늑해요,3
15135,신안촌,주차하기 편해요,3
15136,신안촌,좌석이 편해요,1
15137,신안촌,컨셉이 독특해요,1
15138,신안촌,음식이 빨리 나와요,1
15139,신안촌,룸이 잘 되어있어요,1
15140,신안촌,오래 머무르기 좋아요,1
15141,신안촌,뷰가 좋아요,1
15142,라브리,음식이 맛있어요,64
15143,라브리,친절해요,51
15144,라브리,특별한 날 가기 좋아요,36
15145,라브리,인테리어가 멋져요,34
15146,라브리,매장이 청결해요,23
15147,라브리,재료가 신선해요,15
15148,라브리,매장이 넓어요,15
15149,라브리,주차하기 편해요,13
15150,라브리,가성비가 좋아요,10
15151,라브리,특별한 메뉴가 있어요,9
15152,라브리,뷰가 좋아요,8
15153,라브리,단체모임 하기 좋아요,7
15154,라브리,양이 많아요,3
15155,라브리,화장실이 깨끗해요,3
15156,라브리,메뉴 구성이 알차요,2
15157,라브리,비싼 만큼 가치있어요,2
15158,라브리,대화하기 좋아요,2
15159,라브리,차분한 분위기에요,1
15160,라브리,코스요리가 알차요,1
15161,오우가,음식이 맛있어요,389
15162,오우가,친절해요,113
15163,오우가,재료가 신선해요,98
15164,오우가,가성비가 좋아요,95
15165,오우가,양이 많아요,80
15166,오우가,매장이 넓어요,51
15167,오우가,특별한 메뉴가 있어요,42
15168,오우가,매장이 청결해요,38
15169,오우가,단체모임 하기 좋아요,34
15170,오우가,혼밥하기 좋아요,28
15171,오우가,고기 질이 좋아요,24
15172,오우가,인테리어가 멋져요,14
15173,오우가,특별한 날 가기 좋아요,9
15174,오우가,건강한 맛이에요,9
15175,오우가,화장실이 깨끗해요,8
15176,오우가,메뉴 구성이 알차요,6
15177,오우가,반찬이 잘 나와요,5
15178,오우가,주차하기 편해요,3
15179,오우가,뷰가 좋아요,3
15180,오우가,잡내가 적어요,1
15181,오우가,직접 잘 구워줘요,1
15182,오우가,대화하기 좋아요,1
15183,이닝,음식이 맛있어요,141
15184,이닝,친절해요,62
15185,이닝,재료가 신선해요,58
15186,이닝,특별한 메뉴가 있어요,51
15187,이닝,인테리어가 멋져요,39
15188,이닝,단체모임 하기 좋아요,33
15189,이닝,매장이 청결해요,28
15190,이닝,양이 많아요,22
15191,이닝,매장이 넓어요,21
15192,이닝,화장실이 깨끗해요,18
15193,이닝,주차하기 편해요,17
15194,이닝,특별한 날 가기 좋아요,15
15195,이닝,가성비가 좋아요,13
15196,이닝,비싼 만큼 가치있어요,5
15197,이닝,대화하기 좋아요,4
15198,이닝,차분한 분위기에요,3
15199,이닝,메뉴 구성이 알차요,3
15200,이닝,코스요리가 알차요,2
15201,이닝,아늑해요,1
15202,이닝,디저트가 맛있어요,1
15203,이닝,룸이 잘 되어있어요,1
15204,이닝,반찬이 잘 나와요,1
15205,이닝,향신료가 강하지 않아요,1
15206,이닝,건강한 맛이에요,1
15207,이닝,뷰가 좋아요,1
15208,박가네빈대떡,음식이 맛있어요,3310
15209,박가네빈대떡,가성비가 좋아요,1068
15210,박가네빈대떡,매장이 넓어요,612
15211,박가네빈대떡,특별한 메뉴가 있어요,599
15212,박가네빈대떡,친절해요,587
15213,박가네빈대떡,재료가 신선해요,512
15214,박가네빈대떡,양이 많아요,498
15215,박가네빈대떡,단체모임 하기 좋아요,246
15216,박가네빈대떡,특별한 날 가기 좋아요,119
15217,박가네빈대떡,혼밥하기 좋아요,108
15218,박가네빈대떡,매장이 청결해요,103
15219,박가네빈대떡,화장실이 깨끗해요,83
15220,박가네빈대떡,인테리어가 멋져요,46
15221,박가네빈대떡,음식이 빨리 나와요,34
15222,박가네빈대떡,주차하기 편해요,20
15223,박가네빈대떡,뷰가 좋아요,18
15224,박가네빈대떡,메뉴 구성이 알차요,14
15225,박가네빈대떡,대화하기 좋아요,10
15226,박가네빈대떡,술이 다양해요,4
15227,박가네빈대떡,건강한 맛이에요,4
15228,박가네빈대떡,컨셉이 독특해요,3
15229,박가네빈대떡,아늑해요,3
15230,박가네빈대떡,코스요리가 알차요,2
15231,박가네빈대떡,잡내가 적어요,2
15232,박가네빈대떡,현지 맛에 가까워요,2
15233,박가네빈대떡,고기 질이 좋아요,2
15234,박가네빈대떡,비싼 만큼 가치있어요,2
15235,박가네빈대떡,좌석이 편해요,1
15236,박가네빈대떡,아이와 가기 좋아요,1
15237,박가네빈대떡,기본 안주가 좋아요,1
15238,박가네빈대떡,직접 잘 구워줘요,1
15239,박가네빈대떡,오래 머무르기 좋아요,1
15240,원대구탕,음식이 맛있어요,1148
15241,원대구탕,재료가 신선해요,401
15242,원대구탕,친절해요,305
15243,원대구탕,양이 많아요,301
15244,원대구탕,특별한 메뉴가 있어요,203
15245,원대구탕,가성비가 좋아요,191
15246,원대구탕,매장이 넓어요,78
15247,원대구탕,단체모임 하기 좋아요,68
15248,원대구탕,매장이 청결해요,21
15249,원대구탕,혼밥하기 좋아요,19
15250,원대구탕,인테리어가 멋져요,17
15251,원대구탕,특별한 날 가기 좋아요,17
15252,원대구탕,음식이 빨리 나와요,15
15253,원대구탕,건강한 맛이에요,11
15254,원대구탕,화장실이 깨끗해요,9
15255,원대구탕,뷰가 좋아요,7
15256,원대구탕,메뉴 구성이 알차요,4
15257,원대구탕,주차하기 편해요,4
15258,원대구탕,잡내가 적어요,3
15259,원대구탕,비싼 만큼 가치있어요,3
15260,원대구탕,반찬이 잘 나와요,3
15261,원대구탕,향신료가 강하지 않아요,3
15262,원대구탕,대화하기 좋아요,3
15263,원대구탕,컨셉이 독특해요,2
15264,원대구탕,현지 맛에 가까워요,2
15265,원대구탕,좌석이 편해요,1
15266,원대구탕,오래 머무르기 좋아요,1
15267,전통다원,차가 맛있어요,613
15268,전통다원,뷰가 좋아요,265
15269,전통다원,인테리어가 멋져요,241
15270,전통다원,대화하기 좋아요,219
15271,전통다원,음료가 맛있어요,181
15272,전통다원,친절해요,177
15273,전통다원,사진이 잘 나와요,124
15274,전통다원,특별한 메뉴가 있어요,113
15275,전통다원,디저트가 맛있어요,69
15276,전통다원,좌석이 편해요,52
15277,전통다원,매장이 청결해요,40
15278,전통다원,가성비가 좋아요,32
15279,전통다원,화장실이 깨끗해요,19
15280,전통다원,집중하기 좋아요,15
15281,전통다원,야외 공간이 멋져요,10
15282,전통다원,건강한 맛이에요,6
15283,전통다원,차분한 분위기에요,5
15284,전통다원,아늑해요,5
15285,전통다원,음식이 빨리 나와요,1
15286,전통다원,주차하기 편해요,1
15287,전통다원,비싼 만큼 가치있어요,1
15288,전통다원,매장이 넓어요,1
15301,은호식당,음식이 맛있어요,280
15302,은호식당,특별한 메뉴가 있어요,72
15303,은호식당,재료가 신선해요,65
15304,은호식당,친절해요,64
15305,은호식당,양이 많아요,50
15306,은호식당,혼밥하기 좋아요,43
15307,은호식당,가성비가 좋아요,24
15308,은호식당,매장이 넓어요,20
15309,은호식당,단체모임 하기 좋아요,18
15310,은호식당,매장이 청결해요,16
15311,은호식당,건강한 맛이에요,13
15312,은호식당,비싼 만큼 가치있어요,8
15313,은호식당,특별한 날 가기 좋아요,8
15314,은호식당,음식이 빨리 나와요,5
15315,은호식당,인테리어가 멋져요,4
15316,은호식당,고기 질이 좋아요,4
15317,은호식당,잡내가 적어요,3
15318,은호식당,메뉴 구성이 알차요,2
15319,은호식당,대화하기 좋아요,2
15320,은호식당,화장실이 깨끗해요,2
15321,은호식당,차분한 분위기에요,1
15322,은호식당,컨셉이 독특해요,1
15323,은호식당,주차하기 편해요,1
15324,은호식당,반찬이 잘 나와요,1
15338,남문토방,음식이 맛있어요,78
15339,남문토방,가성비가 좋아요,25
15340,남문토방,친절해요,22
15341,남문토방,양이 많아요,21
15342,남문토방,재료가 신선해요,15
15343,남문토방,고기 질이 좋아요,12
15344,남문토방,혼밥하기 좋아요,11
15345,남문토방,매장이 넓어요,11
15346,남문토방,매장이 청결해요,11
15347,남문토방,특별한 메뉴가 있어요,8
15348,남문토방,단체모임 하기 좋아요,5
15349,남문토방,화장실이 깨끗해요,2
15350,남문토방,인테리어가 멋져요,1
15351,남문토방,잡내가 적어요,1
15352,남문토방,건강한 맛이에요,1
15353,남문토방,뷰가 좋아요,1
15354,옛날중국집,음식이 맛있어요,526
15355,옛날중국집,친절해요,189
15356,옛날중국집,가성비가 좋아요,153
15357,옛날중국집,양이 많아요,137
15358,옛날중국집,재료가 신선해요,133
15359,옛날중국집,특별한 메뉴가 있어요,115
15360,옛날중국집,혼밥하기 좋아요,50
15361,옛날중국집,매장이 청결해요,14
15362,옛날중국집,특별한 날 가기 좋아요,9
15363,옛날중국집,단체모임 하기 좋아요,7
15364,옛날중국집,고기 질이 좋아요,5
15365,옛날중국집,매장이 넓어요,5
15366,옛날중국집,인테리어가 멋져요,4
15367,옛날중국집,주차하기 편해요,4
15368,옛날중국집,음식이 빨리 나와요,3
15369,옛날중국집,컨셉이 독특해요,2
15370,옛날중국집,아늑해요,2
15371,옛날중국집,화장실이 깨끗해요,2
15372,옛날중국집,뷰가 좋아요,2
15373,옛날중국집,차분한 분위기에요,1
15374,옛날중국집,현지 맛에 가까워요,1
15375,옛날중국집,메뉴 구성이 알차요,1
15376,옛날중국집,사진이 잘 나와요,1
15377,옛날중국집,기본 안주가 좋아요,1
15378,옛날중국집,향신료가 강하지 않아요,1
15379,옛날중국집,대화하기 좋아요,1
15380,옛날중국집,건강한 맛이에요,1
15381,완차이,음식이 맛있어요,189
15382,완차이,특별한 메뉴가 있어요,73
15383,완차이,친절해요,52
15384,완차이,재료가 신선해요,27
15385,완차이,양이 많아요,27
15386,완차이,단체모임 하기 좋아요,18
15387,완차이,가성비가 좋아요,17
15388,완차이,혼밥하기 좋아요,11
15389,완차이,음식이 빨리 나와요,6
15390,완차이,특별한 날 가기 좋아요,6
15391,완차이,뷰가 좋아요,5
15392,완차이,매장이 청결해요,4
15393,완차이,매장이 넓어요,3
15394,완차이,컨셉이 독특해요,2
15395,완차이,메뉴 구성이 알차요,2
15396,완차이,주차하기 편해요,2
15397,완차이,대화하기 좋아요,2
15398,완차이,화장실이 깨끗해요,2
15399,완차이,차분한 분위기에요,1
15400,완차이,인테리어가 멋져요,1
15401,완차이,잡내가 적어요,1
15402,완차이,현지 맛에 가까워요,1
15403,완차이,비싼 만큼 가치있어요,1
15404,완차이,향신료가 강하지 않아요,1
15405,완차이,건강한 맛이에요,1
15406,너비집,음식이 맛있어요,233
15407,너비집,친절해요,68
15408,너비집,특별한 메뉴가 있어요,53
15409,너비집,재료가 신선해요,45
15410,너비집,양이 많아요,39
15411,너비집,가성비가 좋아요,28
15412,너비집,단체모임 하기 좋아요,25
15413,너비집,인테리어가 멋져요,20
15414,너비집,특별한 날 가기 좋아요,19
15415,너비집,매장이 청결해요,17
15416,너비집,매장이 넓어요,15
15417,너비집,혼밥하기 좋아요,7
15418,너비집,주차하기 편해요,5
15419,너비집,화장실이 깨끗해요,4
15420,너비집,아늑해요,2
15421,너비집,음식이 빨리 나와요,2
15422,너비집,고기 질이 좋아요,2
15423,너비집,비싼 만큼 가치있어요,2
15424,너비집,뷰가 좋아요,2
15425,너비집,차분한 분위기에요,1
15426,너비집,코스요리가 알차요,1
15427,너비집,잡내가 적어요,1
15428,너비집,메뉴 구성이 알차요,1
15429,너비집,반찬이 잘 나와요,1
15430,너비집,직접 잘 구워줘요,1
15431,너비집,건강한 맛이에요,1
15432,남원집,음식이 맛있어요,36
15433,남원집,친절해요,19
15434,남원집,고기 질이 좋아요,13
15435,남원집,재료가 신선해요,10
15436,남원집,가성비가 좋아요,8
15437,남원집,양이 많아요,7
15438,남원집,특별한 메뉴가 있어요,6
15439,남원집,특별한 날 가기 좋아요,5
15440,남원집,매장이 넓어요,3
15441,남원집,매장이 청결해요,3
15442,남원집,단체모임 하기 좋아요,2
15443,남원집,혼밥하기 좋아요,1
15444,남원집,인테리어가 멋져요,1
15445,남원집,잡내가 적어요,1
15446,남원집,메뉴 구성이 알차요,1
15447,남원집,직접 잘 구워줘요,1
15448,남원집,화장실이 깨끗해요,1
15449,남원집,환기가 잘 돼요,1
15450,메종 드 라 카테고리,음식이 맛있어요,180
15451,메종 드 라 카테고리,특별한 메뉴가 있어요,125
15452,메종 드 라 카테고리,인테리어가 멋져요,112
15453,메종 드 라 카테고리,친절해요,84
15454,메종 드 라 카테고리,매장이 청결해요,68
15455,메종 드 라 카테고리,특별한 날 가기 좋아요,59
15456,메종 드 라 카테고리,매장이 넓어요,48
15457,메종 드 라 카테고리,재료가 신선해요,44
15458,메종 드 라 카테고리,화장실이 깨끗해요,25
15459,메종 드 라 카테고리,양이 많아요,14
15460,메종 드 라 카테고리,주차하기 편해요,13
15461,메종 드 라 카테고리,뷰가 좋아요,12
15462,메종 드 라 카테고리,단체모임 하기 좋아요,11
15463,메종 드 라 카테고리,가성비가 좋아요,6
15464,메종 드 라 카테고리,대화하기 좋아요,5
15465,메종 드 라 카테고리,차분한 분위기에요,3
15466,메종 드 라 카테고리,비싼 만큼 가치있어요,3
15467,메종 드 라 카테고리,혼밥하기 좋아요,2
15468,메종 드 라 카테고리,커피가 맛있어요,1
15469,메종 드 라 카테고리,코스요리가 알차요,1
15470,메종 드 라 카테고리,디저트가 맛있어요,1
15471,메종 드 라 카테고리,메뉴 구성이 알차요,1
15472,꼼떼 바베큐 둔촌본점,음식이 맛있어요,726
15473,꼼떼 바베큐 둔촌본점,매장이 넓어요,269
15474,꼼떼 바베큐 둔촌본점,주차하기 편해요,207
15475,꼼떼 바베큐 둔촌본점,단체모임 하기 좋아요,205
15476,꼼떼 바베큐 둔촌본점,뷰가 좋아요,199
15477,꼼떼 바베큐 둔촌본점,친절해요,196
15478,꼼떼 바베큐 둔촌본점,가성비가 좋아요,165
15479,꼼떼 바베큐 둔촌본점,재료가 신선해요,160
15480,꼼떼 바베큐 둔촌본점,인테리어가 멋져요,157
15481,꼼떼 바베큐 둔촌본점,특별한 날 가기 좋아요,145
15482,꼼떼 바베큐 둔촌본점,매장이 청결해요,129
15483,꼼떼 바베큐 둔촌본점,특별한 메뉴가 있어요,124
15484,꼼떼 바베큐 둔촌본점,양이 많아요,85
15485,꼼떼 바베큐 둔촌본점,아이와 가기 좋아요,67
15486,꼼떼 바베큐 둔촌본점,화장실이 깨끗해요,35
15487,꼼떼 바베큐 둔촌본점,고기 질이 좋아요,32
15488,꼼떼 바베큐 둔촌본점,혼밥하기 좋아요,9
15489,꼼떼 바베큐 둔촌본점,사진이 잘 나와요,8
15490,꼼떼 바베큐 둔촌본점,야외 공간이 멋져요,6
15491,꼼떼 바베큐 둔촌본점,음식이 빨리 나와요,4
15492,꼼떼 바베큐 둔촌본점,대화하기 좋아요,2
15493,꼼떼 바베큐 둔촌본점,환기가 잘 돼요,2
15494,꼼떼 바베큐 둔촌본점,좌석이 편해요,1
15495,꼼떼 바베큐 둔촌본점,음료가 맛있어요,1
15496,꼼떼 바베큐 둔촌본점,메뉴 구성이 알차요,1
15497,꼼떼 바베큐 둔촌본점,건강한 맛이에요,1
15498,마산옥,음식이 맛있어요,76
15499,마산옥,친절해요,29
15500,마산옥,혼밥하기 좋아요,20
15501,마산옥,재료가 신선해요,17
15502,마산옥,가성비가 좋아요,14
15503,마산옥,특별한 메뉴가 있어요,14
15504,마산옥,단체모임 하기 좋아요,11
15505,마산옥,양이 많아요,10
15506,마산옥,매장이 넓어요,10
15507,마산옥,매장이 청결해요,7
15508,마산옥,인테리어가 멋져요,3
15509,마산옥,주차하기 편해요,3
15510,마산옥,메뉴 구성이 알차요,2
15511,마산옥,특별한 날 가기 좋아요,2
15512,마산옥,뷰가 좋아요,2
15513,마산옥,차분한 분위기에요,1
15514,마산옥,아늑해요,1
15515,마산옥,대화하기 좋아요,1
15516,마산옥,화장실이 깨끗해요,1
15517,오향족발,음식이 맛있어요,1326
15518,오향족발,매장이 넓어요,365
15519,오향족발,특별한 메뉴가 있어요,229
15520,오향족발,단체모임 하기 좋아요,205
15521,오향족발,친절해요,192
15522,오향족발,양이 많아요,177
15523,오향족발,고기 질이 좋아요,176
15524,오향족발,재료가 신선해요,155
15525,오향족발,가성비가 좋아요,108
15526,오향족발,매장이 청결해요,82
15527,오향족발,음식이 빨리 나와요,27
15528,오향족발,잡내가 적어요,26
15529,오향족발,특별한 날 가기 좋아요,25
15530,오향족발,인테리어가 멋져요,16
15531,오향족발,화장실이 깨끗해요,14
15532,오향족발,혼밥하기 좋아요,13
15533,오향족발,메뉴 구성이 알차요,12
15534,오향족발,반찬이 잘 나와요,5
15535,오향족발,건강한 맛이에요,4
15536,오향족발,뷰가 좋아요,4
15537,오향족발,주차하기 편해요,3
15538,오향족발,좌석이 편해요,1
15539,오향족발,컨셉이 독특해요,1
15540,오향족발,비싼 만큼 가치있어요,1
15541,오향족발,직접 잘 구워줘요,1
15542,오향족발,오래 머무르기 좋아요,1
15543,봉피양 방이점,음식이 맛있어요,727
15544,봉피양 방이점,친절해요,255
15545,봉피양 방이점,재료가 신선해요,162
15546,봉피양 방이점,주차하기 편해요,147
15547,봉피양 방이점,특별한 메뉴가 있어요,130
15548,봉피양 방이점,매장이 청결해요,104
15549,봉피양 방이점,매장이 넓어요,100
15550,봉피양 방이점,특별한 날 가기 좋아요,71
15551,봉피양 방이점,단체모임 하기 좋아요,63
15552,봉피양 방이점,양이 많아요,55
15553,봉피양 방이점,화장실이 깨끗해요,21
15554,봉피양 방이점,인테리어가 멋져요,15
15555,봉피양 방이점,혼밥하기 좋아요,14
15556,봉피양 방이점,가성비가 좋아요,13
15557,봉피양 방이점,비싼 만큼 가치있어요,13
15558,봉피양 방이점,건강한 맛이에요,12
15559,봉피양 방이점,고기 질이 좋아요,9
15560,봉피양 방이점,직접 잘 구워줘요,7
15561,봉피양 방이점,뷰가 좋아요,5
15562,봉피양 방이점,반찬이 잘 나와요,4
15563,봉피양 방이점,잡내가 적어요,3
15564,봉피양 방이점,메뉴 구성이 알차요,3
15565,봉피양 방이점,향신료가 강하지 않아요,2
15566,봉피양 방이점,차분한 분위기에요,1
15567,봉피양 방이점,음식이 빨리 나와요,1
15568,봉피양 방이점,룸이 잘 되어있어요,1
15569,우스마니아,음식이 맛있어요,11
15570,우스마니아,친절해요,5
15571,우스마니아,매장이 넓어요,3
15572,우스마니아,특별한 메뉴가 있어요,3
15573,우스마니아,인테리어가 멋져요,2
15574,우스마니아,양이 많아요,2
15575,우스마니아,가성비가 좋아요,1
15576,우스마니아,특별한 날 가기 좋아요,1
15577,우스마니아,매장이 청결해요,1
15588,타볼로24,음식이 맛있어요,1200
15589,타볼로24,친절해요,715
15590,타볼로24,메뉴 구성이 알차요,689
15591,타볼로24,재료가 신선해요,670
15592,타볼로24,뷰가 좋아요,543
15593,타볼로24,특별한 날 가기 좋아요,504
15594,타볼로24,매장이 청결해요,447
15595,타볼로24,매장이 넓어요,393
15596,타볼로24,인테리어가 멋져요,302
15597,타볼로24,특별한 메뉴가 있어요,297
15598,타볼로24,가성비가 좋아요,259
15599,타볼로24,단체모임 하기 좋아요,218
15600,타볼로24,주차하기 편해요,217
15601,타볼로24,화장실이 깨끗해요,153
15602,타볼로24,비싼 만큼 가치있어요,54
15603,타볼로24,차분한 분위기에요,43
15604,타볼로24,혼밥하기 좋아요,20
15605,타볼로24,건강한 맛이에요,10
15606,타볼로24,오래 머무르기 좋아요,8
15607,타볼로24,양이 많아요,6
15608,타볼로24,아늑해요,5
