Attraction,Good_Point,Selected_People
칠형제우리감자탕,매장이 청결해요,15
칠형제우리감자탕,특별한 날 가기 좋아요,4
칠형제우리감자탕,특별한 메뉴가 있어요,4
칠형제우리감자탕,화장실이 깨끗해요,4
칠형제우리감자탕,인테리어가 멋져요,3
칠형제우리감자탕,잡내가 적어요,1
칠형제우리감자탕,뷰가 좋아요,1
오라이등심,음식이 맛있어요,173
오라이등심,친절해요,89
오라이등심,특별한 메뉴가 있어요,51
오라이등심,매장이 넓어요,35
오라이등심,가성비가 좋아요,31
오라이등심,양이 많아요,25
오라이등심,재료가 신선해요,23
오라이등심,고기 질이 좋아요,17
오라이등심,단체모임 하기 좋아요,13
오라이등심,매장이 청결해요,12
오라이등심,혼밥하기 좋아요,2
오라이등심,음식이 빨리 나와요,2
오라이등심,특별한 날 가기 좋아요,2
오라이등심,화장실이 깨끗해요,2
오라이등심,차분한 분위기에요,1
오라이등심,컨셉이 독특해요,1
오라이등심,아늑해요,1
오라이등심,잡내가 적어요,1
오라이등심,메뉴 구성이 알차요,1
오라이등심,주차하기 편해요,1
오라이등심,직접 잘 구워줘요,1
오라이등심,뷰가 좋아요,1
동경,음식이 맛있어요,690
동경,친절해요,178
동경,혼밥하기 좋아요,170
동경,재료가 신선해요,159
동경,양이 많아요,148
동경,매장이 청결해요,116
동경,가성비가 좋아요,102
동경,특별한 메뉴가 있어요,73
동경,주차하기 편해요,59
동경,매장이 넓어요,47
동경,인테리어가 멋져요,30
동경,특별한 날 가기 좋아요,24
동경,화장실이 깨끗해요,19
동경,음식이 빨리 나와요,12
동경,단체모임 하기 좋아요,11
동경,뷰가 좋아요,10
동경,메뉴 구성이 알차요,7
동경,아이와 가기 좋아요,3
동경,대화하기 좋아요,3
동경,잡내가 적어요,2
동경,음악이 좋아요,2
동경,반찬이 잘 나와요,2
동경,차분한 분위기에요,1
동경,아늑해요,1
동경,비싼 만큼 가치있어요,1
동경,기본 안주가 좋아요,1
동경,건강한 맛이에요,1
황금정원,음식이 맛있어요,1163
황금정원,재료가 신선해요,448
황금정원,매장이 넓어요,409
황금정원,주차하기 편해요,373
황금정원,양이 많아요,274
황금정원,친절해요,252
황금정원,단체모임 하기 좋아요,221
황금정원,뷰가 좋아요,182
황금정원,가성비가 좋아요,166
황금정원,매장이 청결해요,121
황금정원,특별한 메뉴가 있어요,94
황금정원,특별한 날 가기 좋아요,75
황금정원,인테리어가 멋져요,64
황금정원,화장실이 깨끗해요,52
황금정원,혼밥하기 좋아요,18
황금정원,반찬이 잘 나와요,16
황금정원,건강한 맛이에요,12
황금정원,메뉴 구성이 알차요,5
황금정원,야외 공간이 멋져요,5
황금정원,음식이 빨리 나와요,2
황금정원,커피가 맛있어요,1
황금정원,비싼 만큼 가치있어요,1
황금정원,향신료가 강하지 않아요,1
늘푸른목장 잠실본점,음식이 맛있어요,567
늘푸른목장 잠실본점,고기 질이 좋아요,161
늘푸른목장 잠실본점,친절해요,156
늘푸른목장 잠실본점,재료가 신선해요,131
늘푸른목장 잠실본점,특별한 메뉴가 있어요,113
늘푸른목장 잠실본점,매장이 넓어요,99
늘푸른목장 잠실본점,단체모임 하기 좋아요,56
늘푸른목장 잠실본점,가성비가 좋아요,55
늘푸른목장 잠실본점,특별한 날 가기 좋아요,50
늘푸른목장 잠실본점,주차하기 편해요,39
늘푸른목장 잠실본점,매장이 청결해요,37
늘푸른목장 잠실본점,양이 많아요,32
늘푸른목장 잠실본점,화장실이 깨끗해요,11
늘푸른목장 잠실본점,인테리어가 멋져요,8
늘푸른목장 잠실본점,혼밥하기 좋아요,5
늘푸른목장 잠실본점,비싼 만큼 가치있어요,5
늘푸른목장 잠실본점,잡내가 적어요,4
늘푸른목장 잠실본점,음식이 빨리 나와요,3
늘푸른목장 잠실본점,건강한 맛이에요,3
늘푸른목장 잠실본점,뷰가 좋아요,3
늘푸른목장 잠실본점,직접 잘 구워줘요,2
늘푸른목장 잠실본점,아늑해요,1
늘푸른목장 잠실본점,아이와 가기 좋아요,1
늘푸른목장 잠실본점,반찬이 잘 나와요,1
백제추어탕 본점,음식이 맛있어요,1961
백제추어탕 본점,재료가 신선해요,468
백제추어탕 본점,친절해요,352
백제추어탕 본점,매장이 청결해요,323
백제추어탕 본점,매장이 넓어요,317
백제추어탕 본점,양이 많아요,301
백제추어탕 본점,주차하기 편해요,243
백제추어탕 본점,가성비가 좋아요,234
백제추어탕 본점,특별한 메뉴가 있어요,188
백제추어탕 본점,단체모임 하기 좋아요,149
백제추어탕 본점,혼밥하기 좋아요,116
백제추어탕 본점,화장실이 깨끗해요,80
백제추어탕 본점,인테리어가 멋져요,65
백제추어탕 본점,특별한 날 가기 좋아요,53
백제추어탕 본점,건강한 맛이에요,18
백제추어탕 본점,뷰가 좋아요,15
백제추어탕 본점,반찬이 잘 나와요,8
백제추어탕 본점,음식이 빨리 나와요,5
백제추어탕 본점,잡내가 적어요,2
백제추어탕 본점,포장이 깔끔해요,2
백제추어탕 본점,비싼 만큼 가치있어요,2
백제추어탕 본점,메뉴 구성이 알차요,1
몽중헌 청담점,음식이 맛있어요,357
몽중헌 청담점,친절해요,143
몽중헌 청담점,매장이 넓어요,131
몽중헌 청담점,재료가 신선해요,123
몽중헌 청담점,인테리어가 멋져요,123
몽중헌 청담점,특별한 메뉴가 있어요,114
몽중헌 청담점,매장이 청결해요,93
몽중헌 청담점,단체모임 하기 좋아요,90
몽중헌 청담점,특별한 날 가기 좋아요,89
몽중헌 청담점,화장실이 깨끗해요,41
몽중헌 청담점,주차하기 편해요,35
몽중헌 청담점,양이 많아요,28
몽중헌 청담점,가성비가 좋아요,11
몽중헌 청담점,대화하기 좋아요,7
몽중헌 청담점,뷰가 좋아요,7
몽중헌 청담점,아늑해요,5
몽중헌 청담점,룸이 잘 되어있어요,5
몽중헌 청담점,차분한 분위기에요,4
몽중헌 청담점,비싼 만큼 가치있어요,4
몽중헌 청담점,혼밥하기 좋아요,3
몽중헌 청담점,컨셉이 독특해요,1
몽중헌 청담점,코스요리가 알차요,1
몽중헌 청담점,메뉴 구성이 알차요,1
충남식당,음식이 맛있어요,443
충남식당,재료가 신선해요,151
충남식당,친절해요,114
충남식당,특별한 메뉴가 있어요,108
충남식당,가성비가 좋아요,100
충남식당,양이 많아요,90
충남식당,주차하기 편해요,75
충남식당,매장이 넓어요,48
충남식당,매장이 청결해요,29
충남식당,단체모임 하기 좋아요,26
충남식당,혼밥하기 좋아요,20
충남식당,특별한 날 가기 좋아요,17
충남식당,인테리어가 멋져요,11
충남식당,화장실이 깨끗해요,9
충남식당,음식이 빨리 나와요,8
충남식당,뷰가 좋아요,6
충남식당,반찬이 잘 나와요,2
충남식당,직접 잘 구워줘요,2
충남식당,대화하기 좋아요,2
충남식당,차분한 분위기에요,1
충남식당,아늑해요,1
충남식당,포장이 깔끔해요,1
충남식당,비싼 만큼 가치있어요,1
충남식당,룸이 잘 되어있어요,1
충남식당,건강한 맛이에요,1
도읍지,음식이 맛있어요,460
도읍지,가성비가 좋아요,233
도읍지,양이 많아요,144
도읍지,친절해요,113
도읍지,매장이 넓어요,72
도읍지,재료가 신선해요,69
도읍지,혼밥하기 좋아요,68
도읍지,인테리어가 멋져요,57
도읍지,특별한 메뉴가 있어요,49
도읍지,단체모임 하기 좋아요,41
도읍지,매장이 청결해요,20
도읍지,특별한 날 가기 좋아요,11
도읍지,반찬이 잘 나와요,9
도읍지,아늑해요,6
도읍지,뷰가 좋아요,6
도읍지,건강한 맛이에요,5
도읍지,주차하기 편해요,4
도읍지,화장실이 깨끗해요,4
도읍지,컨셉이 독특해요,3
도읍지,대화하기 좋아요,3
도읍지,차분한 분위기에요,2
도읍지,메뉴 구성이 알차요,2
도읍지,음식이 빨리 나와요,1
만남의광장,음식이 맛있어요,162
만남의광장,술이 다양해요,78
만남의광장,친절해요,73
만남의광장,가성비가 좋아요,59
만남의광장,단체모임 하기 좋아요,55
만남의광장,기본 안주가 좋아요,47
만남의광장,음악이 좋아요,42
만남의광장,특별한 메뉴가 있어요,41
만남의광장,인테리어가 멋져요,39
만남의광장,대화하기 좋아요,27
만남의광장,메뉴 구성이 알차요,20
만남의광장,양이 많아요,17
만남의광장,재료가 신선해요,10
만남의광장,음식이 빨리 나와요,9
만남의광장,매장이 청결해요,8
만남의광장,오래 머무르기 좋아요,6
만남의광장,화장실이 깨끗해요,6
만남의광장,컨셉이 독특해요,5
만남의광장,사진이 잘 나와요,5
만남의광장,뷰가 좋아요,5
만남의광장,특별한 날 가기 좋아요,4
만남의광장,매장이 넓어요,3
만남의광장,아늑해요,2
만남의광장,주차하기 편해요,2
만남의광장,혼술하기 좋아요,1
서울원조아구찜,음식이 맛있어요,143
서울원조아구찜,친절해요,83
서울원조아구찜,재료가 신선해요,47
서울원조아구찜,양이 많아요,41
서울원조아구찜,매장이 청결해요,23
서울원조아구찜,가성비가 좋아요,19
서울원조아구찜,단체모임 하기 좋아요,11
서울원조아구찜,반찬이 잘 나와요,5
서울원조아구찜,매장이 넓어요,5
서울원조아구찜,화장실이 깨끗해요,4
서울원조아구찜,특별한 날 가기 좋아요,3
서울원조아구찜,특별한 메뉴가 있어요,3
서울원조아구찜,혼밥하기 좋아요,1
서울원조아구찜,음식이 빨리 나와요,1
서울원조아구찜,인테리어가 멋져요,1
서울원조아구찜,건강한 맛이에요,1
프로퍼커피바2호점,디저트가 맛있어요,728
프로퍼커피바2호점,커피가 맛있어요,721
프로퍼커피바2호점,인테리어가 멋져요,305
프로퍼커피바2호점,특별한 메뉴가 있어요,219
프로퍼커피바2호점,음료가 맛있어요,199
프로퍼커피바2호점,매장이 청결해요,147
프로퍼커피바2호점,대화하기 좋아요,147
프로퍼커피바2호점,친절해요,145
프로퍼커피바2호점,사진이 잘 나와요,124
프로퍼커피바2호점,뷰가 좋아요,85
프로퍼커피바2호점,좌석이 편해요,67
프로퍼커피바2호점,화장실이 깨끗해요,43
프로퍼커피바2호점,집중하기 좋아요,38
프로퍼커피바2호점,주차하기 편해요,27
프로퍼커피바2호점,매장이 넓어요,24
프로퍼커피바2호점,가성비가 좋아요,22
프로퍼커피바2호점,음식이 맛있어요,16
프로퍼커피바2호점,비싼 만큼 가치있어요,8
프로퍼커피바2호점,빵이 맛있어요,7
프로퍼커피바2호점,메뉴 구성이 알차요,6
프로퍼커피바2호점,건강한 맛이에요,6
프로퍼커피바2호점,야외 공간이 멋져요,5
프로퍼커피바2호점,아늑해요,3
프로퍼커피바2호점,오래 머무르기 좋아요,3
프로퍼커피바2호점,단체모임 하기 좋아요,2
프로퍼커피바2호점,종류가 다양해요,2
프로퍼커피바2호점,차분한 분위기에요,1
프로퍼커피바2호점,음식이 빨리 나와요,1
프로퍼커피바2호점,재료가 신선해요,1
프로퍼커피바2호점,선물하기 좋아요,1
프로퍼커피바2호점,음악이 좋아요,1
프로퍼커피바2호점,포장이 깔끔해요,1
프로퍼커피바2호점,특별한 날 가기 좋아요,1
우정,음식이 맛있어요,1558
우정,가성비가 좋아요,484
우정,친절해요,410
우정,양이 많아요,335
우정,특별한 메뉴가 있어요,324
우정,재료가 신선해요,169
우정,매장이 넓어요,94
우정,단체모임 하기 좋아요,68
우정,주차하기 편해요,63
우정,음식이 빨리 나와요,40
우정,혼밥하기 좋아요,33
우정,매장이 청결해요,33
우정,특별한 날 가기 좋아요,21
우정,인테리어가 멋져요,18
우정,화장실이 깨끗해요,17
우정,잡내가 적어요,11
우정,메뉴 구성이 알차요,9
우정,아늑해요,7
우정,포장이 깔끔해요,7
우정,대화하기 좋아요,7
우정,뷰가 좋아요,6
우정,컨셉이 독특해요,4
우정,비싼 만큼 가치있어요,3
우정,기본 안주가 좋아요,2
우정,술이 다양해요,1
우정,혼술하기 좋아요,1
우정,향신료가 강하지 않아요,1
우정,직접 잘 구워줘요,1
우정,오래 머무르기 좋아요,1
제주국수,음식이 맛있어요,258
제주국수,양이 많아요,100
제주국수,매장이 넓어요,95
제주국수,재료가 신선해요,63
제주국수,친절해요,62
제주국수,특별한 메뉴가 있어요,55
제주국수,가성비가 좋아요,54
제주국수,혼밥하기 좋아요,50
제주국수,단체모임 하기 좋아요,32
제주국수,매장이 청결해요,29
제주국수,주차하기 편해요,19
제주국수,특별한 날 가기 좋아요,4
제주국수,화장실이 깨끗해요,3
제주국수,뷰가 좋아요,3
제주국수,인테리어가 멋져요,2
제주국수,비싼 만큼 가치있어요,2
제주국수,건강한 맛이에요,1
포포인츠 바이 쉐라톤 서울 구로,침구가 좋아요,151
포포인츠 바이 쉐라톤 서울 구로,깨끗해요,145
포포인츠 바이 쉐라톤 서울 구로,친절해요,135
포포인츠 바이 쉐라톤 서울 구로,조용히 쉬기 좋아요,110
포포인츠 바이 쉐라톤 서울 구로,호캉스하기 좋아요,102
포포인츠 바이 쉐라톤 서울 구로,조식이 맛있어요,84
포포인츠 바이 쉐라톤 서울 구로,주차하기 편해요,53
포포인츠 바이 쉐라톤 서울 구로,대중교통이 편해요,53
포포인츠 바이 쉐라톤 서울 구로,방음이 잘돼요,29
포포인츠 바이 쉐라톤 서울 구로,뷰가 좋아요,28
포포인츠 바이 쉐라톤 서울 구로,인테리어가 멋져요,27
포포인츠 바이 쉐라톤 서울 구로,즐길 거리가 많아요,18
포포인츠 바이 쉐라톤 서울 구로,냉난방이 잘돼요,18
포포인츠 바이 쉐라톤 서울 구로,가성비가 좋아요,7
포포인츠 바이 쉐라톤 서울 구로,사진이 잘 나와요,4
포포인츠 바이 쉐라톤 서울 구로,편의시설이 잘 되어있어요,2
포포인츠 바이 쉐라톤 서울 구로,룸서비스가 잘 되어있어요,2
포포인츠 바이 쉐라톤 서울 구로,근처에 갈 곳이 많아요,1
포포인츠 바이 쉐라톤 서울 구로,파티하기 좋아요,1
포포인츠 바이 쉐라톤 서울 구로,수영장이 잘 되어있어요,1
포포인츠 바이 쉐라톤 서울 구로,화장실이 잘 되어있어요,1
사동면옥,음식이 맛있어요,239
사동면옥,친절해요,76
사동면옥,매장이 넓어요,69
사동면옥,가성비가 좋아요,56
사동면옥,재료가 신선해요,49
사동면옥,양이 많아요,39
사동면옥,특별한 메뉴가 있어요,32
사동면옥,단체모임 하기 좋아요,27
사동면옥,특별한 날 가기 좋아요,20
사동면옥,인테리어가 멋져요,16
사동면옥,혼밥하기 좋아요,12
사동면옥,매장이 청결해요,9
사동면옥,화장실이 깨끗해요,8
사동면옥,컨셉이 독특해요,3
사동면옥,주차하기 편해요,3
사동면옥,대화하기 좋아요,3
사동면옥,건강한 맛이에요,3
사동면옥,뷰가 좋아요,3
사동면옥,차분한 분위기에요,1
사동면옥,아늑해요,1
사동면옥,향신료가 강하지 않아요,1
두에꼬제,음식이 맛있어요,100
두에꼬제,친절해요,50
두에꼬제,특별한 메뉴가 있어요,37
두에꼬제,재료가 신선해요,31
두에꼬제,매장이 청결해요,29
두에꼬제,단체모임 하기 좋아요,14
두에꼬제,주차하기 편해요,12
두에꼬제,특별한 날 가기 좋아요,11
두에꼬제,양이 많아요,10
두에꼬제,인테리어가 멋져요,9
두에꼬제,가성비가 좋아요,7
두에꼬제,혼밥하기 좋아요,5
두에꼬제,화장실이 깨끗해요,3
두에꼬제,아늑해요,2
두에꼬제,차분한 분위기에요,1
두에꼬제,아이와 가기 좋아요,1
두에꼬제,메뉴 구성이 알차요,1
진원조 닭한마리,음식이 맛있어요,447
진원조 닭한마리,친절해요,127
진원조 닭한마리,매장이 넓어요,122
진원조 닭한마리,양이 많아요,93
진원조 닭한마리,가성비가 좋아요,92
진원조 닭한마리,특별한 메뉴가 있어요,67
진원조 닭한마리,단체모임 하기 좋아요,63
진원조 닭한마리,재료가 신선해요,56
진원조 닭한마리,매장이 청결해요,48
진원조 닭한마리,고기 질이 좋아요,35
진원조 닭한마리,특별한 날 가기 좋아요,13
진원조 닭한마리,음식이 빨리 나와요,11
진원조 닭한마리,혼밥하기 좋아요,10
진원조 닭한마리,잡내가 적어요,10
진원조 닭한마리,인테리어가 멋져요,7
진원조 닭한마리,건강한 맛이에요,6
진원조 닭한마리,화장실이 깨끗해요,5
진원조 닭한마리,뷰가 좋아요,5
진원조 닭한마리,직접 잘 구워줘요,3
진원조 닭한마리,메뉴 구성이 알차요,2
진원조 닭한마리,주차하기 편해요,2
진원조 닭한마리,차분한 분위기에요,1
진원조 닭한마리,컨셉이 독특해요,1
진원조 닭한마리,오래 머무르기 좋아요,1
진원조 닭한마리,환기가 잘 돼요,1
호남집,음식이 맛있어요,467
호남집,친절해요,183
호남집,가성비가 좋아요,156
호남집,양이 많아요,118
호남집,혼밥하기 좋아요,98
호남집,재료가 신선해요,84
호남집,특별한 메뉴가 있어요,51
호남집,매장이 청결해요,12
호남집,건강한 맛이에요,7
호남집,특별한 날 가기 좋아요,6
호남집,음식이 빨리 나와요,5
호남집,뷰가 좋아요,5
호남집,단체모임 하기 좋아요,4
호남집,반찬이 잘 나와요,3
호남집,매장이 넓어요,3
호남집,아늑해요,2
호남집,인테리어가 멋져요,2
호남집,현지 맛에 가까워요,2
호남집,주차하기 편해요,2
호남집,화장실이 깨끗해요,2
호남집,아이와 가기 좋아요,1
호남집,메뉴 구성이 알차요,1
호남집,직접 잘 구워줘요,1
호남집,대화하기 좋아요,1
대풍간장게장생선구이,음식이 맛있어요,85
대풍간장게장생선구이,양이 많아요,45
대풍간장게장생선구이,친절해요,43
대풍간장게장생선구이,재료가 신선해요,38
대풍간장게장생선구이,가성비가 좋아요,32
대풍간장게장생선구이,혼밥하기 좋아요,31
대풍간장게장생선구이,매장이 넓어요,17
대풍간장게장생선구이,특별한 메뉴가 있어요,12
대풍간장게장생선구이,반찬이 잘 나와요,5
대풍간장게장생선구이,주차하기 편해요,4
대풍간장게장생선구이,단체모임 하기 좋아요,4
대풍간장게장생선구이,매장이 청결해요,3
대풍간장게장생선구이,인테리어가 멋져요,1
대풍간장게장생선구이,메뉴 구성이 알차요,1
대풍간장게장생선구이,특별한 날 가기 좋아요,1
대풍간장게장생선구이,건강한 맛이에요,1
대풍간장게장생선구이,화장실이 깨끗해요,1
태조대림감자국,음식이 맛있어요,339
태조대림감자국,친절해요,126
태조대림감자국,양이 많아요,80
태조대림감자국,재료가 신선해요,65
태조대림감자국,특별한 메뉴가 있어요,55
태조대림감자국,가성비가 좋아요,47
태조대림감자국,매장이 청결해요,33
태조대림감자국,단체모임 하기 좋아요,28
태조대림감자국,주차하기 편해요,27
태조대림감자국,매장이 넓어요,25
태조대림감자국,혼밥하기 좋아요,24
태조대림감자국,특별한 날 가기 좋아요,9
태조대림감자국,인테리어가 멋져요,6
태조대림감자국,잡내가 적어요,4
태조대림감자국,고기 질이 좋아요,4
태조대림감자국,건강한 맛이에요,4
태조대림감자국,뷰가 좋아요,4
태조대림감자국,음식이 빨리 나와요,3
태조대림감자국,반찬이 잘 나와요,3
태조대림감자국,화장실이 깨끗해요,3
태조대림감자국,컨셉이 독특해요,2
태조대림감자국,차분한 분위기에요,1
태조대림감자국,아늑해요,1
태조대림감자국,현지 맛에 가까워요,1
태조대림감자국,메뉴 구성이 알차요,1
태조대림감자국,포장이 깔끔해요,1
태조대림감자국,반려동물과 가기 좋아요,1
태조대림감자국,대화하기 좋아요,1
산띠,음식이 맛있어요,161
산띠,친절해요,73
산띠,양이 많아요,44
산띠,인테리어가 멋져요,40
산띠,가성비가 좋아요,34
산띠,특별한 메뉴가 있어요,34
산띠,재료가 신선해요,30
산띠,매장이 청결해요,23
산띠,매장이 넓어요,18
산띠,현지 맛에 가까워요,17
산띠,단체모임 하기 좋아요,13
산띠,차분한 분위기에요,12
산띠,특별한 날 가기 좋아요,10
산띠,혼밥하기 좋아요,7
산띠,메뉴 구성이 알차요,3
산띠,아늑해요,2
산띠,향신료가 강하지 않아요,2
산띠,건강한 맛이에요,1
산띠,화장실이 깨끗해요,1
옛찻집,차가 맛있어요,192
옛찻집,인테리어가 멋져요,124
옛찻집,친절해요,81
옛찻집,대화하기 좋아요,66
옛찻집,음료가 맛있어요,60
옛찻집,디저트가 맛있어요,50
옛찻집,특별한 메뉴가 있어요,50
옛찻집,사진이 잘 나와요,36
옛찻집,매장이 청결해요,16
옛찻집,아늑해요,13
옛찻집,건강한 맛이에요,13
옛찻집,뷰가 좋아요,13
옛찻집,좌석이 편해요,10
옛찻집,가성비가 좋아요,10
옛찻집,집중하기 좋아요,8
옛찻집,차분한 분위기에요,7
옛찻집,화장실이 깨끗해요,5
옛찻집,음식이 맛있어요,1
옛찻집,재료가 신선해요,1
옛찻집,주차하기 편해요,1
옛찻집,비싼 만큼 가치있어요,1
옛찻집,매장이 넓어요,1
[백년가게]청해진,음식이 맛있어요,373
[백년가게]청해진,재료가 신선해요,172
[백년가게]청해진,친절해요,156
[백년가게]청해진,매장이 청결해요,99
[백년가게]청해진,특별한 메뉴가 있어요,69
[백년가게]청해진,양이 많아요,60
[백년가게]청해진,매장이 넓어요,49
[백년가게]청해진,단체모임 하기 좋아요,46
[백년가게]청해진,주차하기 편해요,41
[백년가게]청해진,가성비가 좋아요,36
[백년가게]청해진,인테리어가 멋져요,27
[백년가게]청해진,뷰가 좋아요,22
[백년가게]청해진,화장실이 깨끗해요,16
[백년가게]청해진,특별한 날 가기 좋아요,14
[백년가게]청해진,혼밥하기 좋아요,7
[백년가게]청해진,건강한 맛이에요,6
[백년가게]청해진,디저트가 맛있어요,4
[백년가게]청해진,메뉴 구성이 알차요,3
[백년가게]청해진,반찬이 잘 나와요,2
[백년가게]청해진,차분한 분위기에요,1
[백년가게]청해진,좌석이 편해요,1
[백년가게]청해진,아늑해요,1
[백년가게]청해진,음식이 빨리 나와요,1
[백년가게]청해진,대화하기 좋아요,1
마장갈비,음식이 맛있어요,107
마장갈비,매장이 넓어요,35
마장갈비,양이 많아요,32
마장갈비,친절해요,28
마장갈비,단체모임 하기 좋아요,28
마장갈비,가성비가 좋아요,25
마장갈비,고기 질이 좋아요,16
마장갈비,재료가 신선해요,9
마장갈비,혼밥하기 좋아요,7
마장갈비,매장이 청결해요,6
마장갈비,특별한 메뉴가 있어요,4
마장갈비,주차하기 편해요,3
마장갈비,특별한 날 가기 좋아요,2
마장갈비,인테리어가 멋져요,1
마장갈비,직접 잘 구워줘요,1
마장갈비,뷰가 좋아요,1
엘 샌드위치,음식이 맛있어요,421
엘 샌드위치,재료가 신선해요,251
엘 샌드위치,친절해요,141
엘 샌드위치,혼밥하기 좋아요,112
엘 샌드위치,양이 많아요,79
엘 샌드위치,특별한 메뉴가 있어요,65
엘 샌드위치,가성비가 좋아요,60
엘 샌드위치,매장이 청결해요,28
엘 샌드위치,건강한 맛이에요,9
엘 샌드위치,인테리어가 멋져요,6
엘 샌드위치,매장이 넓어요,4
엘 샌드위치,특별한 날 가기 좋아요,3
엘 샌드위치,화장실이 깨끗해요,3
엘 샌드위치,메뉴 구성이 알차요,2
엘 샌드위치,비싼 만큼 가치있어요,2
엘 샌드위치,단체모임 하기 좋아요,2
엘 샌드위치,뷰가 좋아요,2
엘 샌드위치,아늑해요,1
허형만의 압구정커피집,커피가 맛있어요,51
허형만의 압구정커피집,친절해요,20
허형만의 압구정커피집,가성비가 좋아요,9
허형만의 압구정커피집,매장이 청결해요,8
허형만의 압구정커피집,음료가 맛있어요,4
허형만의 압구정커피집,주차하기 편해요,4
허형만의 압구정커피집,특별한 메뉴가 있어요,3
허형만의 압구정커피집,디저트가 맛있어요,2
허형만의 압구정커피집,좌석이 편해요,1
허형만의 압구정커피집,인테리어가 멋져요,1
허형만의 압구정커피집,건강한 맛이에요,1
비스테까,음식이 맛있어요,298
비스테까,뷰가 좋아요,176
비스테까,친절해요,141
비스테까,특별한 날 가기 좋아요,141
비스테까,인테리어가 멋져요,102
비스테까,특별한 메뉴가 있어요,85
비스테까,재료가 신선해요,78
비스테까,매장이 청결해요,62
비스테까,주차하기 편해요,53
비스테까,가성비가 좋아요,38
비스테까,화장실이 깨끗해요,25
비스테까,매장이 넓어요,22
비스테까,양이 많아요,20
비스테까,단체모임 하기 좋아요,19
비스테까,차분한 분위기에요,11
비스테까,아늑해요,9
비스테까,비싼 만큼 가치있어요,9
비스테까,대화하기 좋아요,9
비스테까,디저트가 맛있어요,7
비스테까,메뉴 구성이 알차요,7
비스테까,고기 질이 좋아요,6
비스테까,코스요리가 알차요,5
비스테까,사진이 잘 나와요,5
비스테까,커피가 맛있어요,2
비스테까,혼밥하기 좋아요,1
비스테까,음악이 좋아요,1
비스테까,야외 공간이 멋져요,1
비스테까,건강한 맛이에요,1
함흥에겨울냉면,음식이 맛있어요,8
함흥에겨울냉면,매장이 청결해요,4
함흥에겨울냉면,매장이 넓어요,3
함흥에겨울냉면,친절해요,2
함흥에겨울냉면,양이 많아요,2
함흥에겨울냉면,특별한 메뉴가 있어요,2
함흥에겨울냉면,컨셉이 독특해요,1
함흥에겨울냉면,혼밥하기 좋아요,1
함흥에겨울냉면,재료가 신선해요,1
함흥에겨울냉면,단체모임 하기 좋아요,1
함흥에겨울냉면,뷰가 좋아요,1
친니,음식이 맛있어요,826
친니,친절해요,308
친니,매장이 넓어요,282
친니,재료가 신선해요,259
친니,특별한 메뉴가 있어요,238
친니,양이 많아요,217
친니,단체모임 하기 좋아요,186
친니,매장이 청결해요,140
친니,인테리어가 멋져요,97
친니,특별한 날 가기 좋아요,82
친니,주차하기 편해요,62
친니,가성비가 좋아요,56
친니,혼밥하기 좋아요,23
친니,화장실이 깨끗해요,20
친니,메뉴 구성이 알차요,9
친니,비싼 만큼 가치있어요,9
친니,음식이 빨리 나와요,8
친니,뷰가 좋아요,8
친니,룸이 잘 되어있어요,6
친니,코스요리가 알차요,4
친니,대화하기 좋아요,4
친니,차분한 분위기에요,3
친니,고기 질이 좋아요,3
친니,건강한 맛이에요,3
친니,컨셉이 독특해요,2
친니,아늑해요,2
친니,아이와 가기 좋아요,2
친니,반찬이 잘 나와요,2
친니,향신료가 강하지 않아요,2
친니,술이 다양해요,1
친니,커피가 맛있어요,1
친니,좌석이 편해요,1
친니,잡내가 적어요,1
장미삼계탕,음식이 맛있어요,94
장미삼계탕,친절해요,31
장미삼계탕,혼밥하기 좋아요,15
장미삼계탕,가성비가 좋아요,12
장미삼계탕,매장이 넓어요,10
장미삼계탕,재료가 신선해요,8
장미삼계탕,양이 많아요,8
장미삼계탕,특별한 메뉴가 있어요,8
장미삼계탕,단체모임 하기 좋아요,8
장미삼계탕,매장이 청결해요,6
장미삼계탕,주차하기 편해요,3
장미삼계탕,특별한 날 가기 좋아요,3
장미삼계탕,고기 질이 좋아요,2
장미삼계탕,인테리어가 멋져요,1
장미삼계탕,건강한 맛이에요,1
장미삼계탕,뷰가 좋아요,1
오다리집,음식이 맛있어요,98
오다리집,재료가 신선해요,52
오다리집,친절해요,51
오다리집,양이 많아요,33
오다리집,가성비가 좋아요,23
오다리집,매장이 청결해요,22
오다리집,특별한 메뉴가 있어요,19
오다리집,특별한 날 가기 좋아요,7
오다리집,혼밥하기 좋아요,6
오다리집,매장이 넓어요,5
오다리집,인테리어가 멋져요,4
오다리집,단체모임 하기 좋아요,4
오다리집,화장실이 깨끗해요,4
오다리집,뷰가 좋아요,3
오다리집,메뉴 구성이 알차요,1
오다리집,주차하기 편해요,1
서석대,음식이 맛있어요,361
서석대,친절해요,105
서석대,매장이 청결해요,74
서석대,재료가 신선해요,73
서석대,매장이 넓어요,70
서석대,단체모임 하기 좋아요,61
서석대,고기 질이 좋아요,59
서석대,특별한 메뉴가 있어요,48
서석대,주차하기 편해요,42
서석대,가성비가 좋아요,33
서석대,양이 많아요,28
서석대,인테리어가 멋져요,25
서석대,특별한 날 가기 좋아요,20
서석대,혼밥하기 좋아요,17
서석대,화장실이 깨끗해요,14
서석대,직접 잘 구워줘요,12
서석대,뷰가 좋아요,9
