Attraction,Good_Point,Selected_People
서석대,음식이 빨리 나와요,2
서석대,잡내가 적어요,2
서석대,비싼 만큼 가치있어요,2
서석대,건강한 맛이에요,2
서석대,차분한 분위기에요,1
서석대,메뉴 구성이 알차요,1
서석대,반찬이 잘 나와요,1
뉴서울호텔,친절해요,59
뉴서울호텔,깨끗해요,41
뉴서울호텔,대중교통이 편해요,39
뉴서울호텔,조용히 쉬기 좋아요,31
뉴서울호텔,침구가 좋아요,26
뉴서울호텔,냉난방이 잘돼요,13
뉴서울호텔,즐길 거리가 많아요,12
뉴서울호텔,호캉스하기 좋아요,11
뉴서울호텔,조식이 맛있어요,9
뉴서울호텔,인테리어가 멋져요,9
뉴서울호텔,사진이 잘 나와요,8
뉴서울호텔,주차하기 편해요,7
뉴서울호텔,뷰가 좋아요,7
뉴서울호텔,가성비가 좋아요,2
뉴서울호텔,방음이 잘돼요,2
뉴서울호텔,근처에 갈 곳이 많아요,1
뉴서울호텔,벌레 걱정 없어요,1
호텔마누(HOTEL MANU),친절해요,20
호텔마누(HOTEL MANU),깨끗해요,15
호텔마누(HOTEL MANU),조용히 쉬기 좋아요,12
호텔마누(HOTEL MANU),대중교통이 편해요,11
호텔마누(HOTEL MANU),뷰가 좋아요,11
호텔마누(HOTEL MANU),침구가 좋아요,8
호텔마누(HOTEL MANU),인테리어가 멋져요,7
호텔마누(HOTEL MANU),사진이 잘 나와요,5
호텔마누(HOTEL MANU),냉난방이 잘돼요,5
호텔마누(HOTEL MANU),방음이 잘돼요,4
호텔마누(HOTEL MANU),즐길 거리가 많아요,3
호텔마누(HOTEL MANU),호캉스하기 좋아요,3
호텔마누(HOTEL MANU),조식이 맛있어요,1
호텔마누(HOTEL MANU),컨셉이 독특해요,1
호텔마누(HOTEL MANU),주차하기 편해요,1
호텔마누(HOTEL MANU),파티하기 좋아요,1
호텔마누(HOTEL MANU),가성비가 좋아요,1
프로비스타 호텔,친절해요,23
프로비스타 호텔,깨끗해요,12
프로비스타 호텔,조용히 쉬기 좋아요,11
프로비스타 호텔,침구가 좋아요,6
프로비스타 호텔,냉난방이 잘돼요,6
프로비스타 호텔,인테리어가 멋져요,5
프로비스타 호텔,대중교통이 편해요,5
프로비스타 호텔,호캉스하기 좋아요,4
프로비스타 호텔,즐길 거리가 많아요,3
프로비스타 호텔,주차하기 편해요,3
프로비스타 호텔,방음이 잘돼요,3
프로비스타 호텔,사진이 잘 나와요,2
프로비스타 호텔,편의시설이 잘 되어있어요,1
베니키아 프리미어 호텔 베르누이,친절해요,34
베니키아 프리미어 호텔 베르누이,깨끗해요,18
베니키아 프리미어 호텔 베르누이,침구가 좋아요,15
베니키아 프리미어 호텔 베르누이,조용히 쉬기 좋아요,15
베니키아 프리미어 호텔 베르누이,조식이 맛있어요,8
베니키아 프리미어 호텔 베르누이,대중교통이 편해요,8
베니키아 프리미어 호텔 베르누이,호캉스하기 좋아요,6
베니키아 프리미어 호텔 베르누이,인테리어가 멋져요,6
베니키아 프리미어 호텔 베르누이,주차하기 편해요,6
베니키아 프리미어 호텔 베르누이,냉난방이 잘돼요,3
베니키아 프리미어 호텔 베르누이,사진이 잘 나와요,2
베니키아 프리미어 호텔 베르누이,방음이 잘돼요,2
베니키아 프리미어 호텔 베르누이,뷰가 좋아요,2
베니키아 프리미어 호텔 베르누이,컨셉이 독특해요,1
베니키아 프리미어 호텔 베르누이,벌레 걱정 없어요,1
베니키아 프리미어 호텔 베르누이,수영장이 잘 되어있어요,1
베니키아 프리미어 호텔 베르누이,가성비가 좋아요,1
페어몬트 앰배서더 서울 (Fairmont Ambassador Seoul),친절해요,208
페어몬트 앰배서더 서울 (Fairmont Ambassador Seoul),호캉스하기 좋아요,185
페어몬트 앰배서더 서울 (Fairmont Ambassador Seoul),깨끗해요,172
페어몬트 앰배서더 서울 (Fairmont Ambassador Seoul),침구가 좋아요,155
페어몬트 앰배서더 서울 (Fairmont Ambassador Seoul),인테리어가 멋져요,135
페어몬트 앰배서더 서울 (Fairmont Ambassador Seoul),조식이 맛있어요,88
페어몬트 앰배서더 서울 (Fairmont Ambassador Seoul),뷰가 좋아요,72
페어몬트 앰배서더 서울 (Fairmont Ambassador Seoul),조용히 쉬기 좋아요,67
페어몬트 앰배서더 서울 (Fairmont Ambassador Seoul),주차하기 편해요,60
페어몬트 앰배서더 서울 (Fairmont Ambassador Seoul),즐길 거리가 많아요,53
페어몬트 앰배서더 서울 (Fairmont Ambassador Seoul),방음이 잘돼요,43
페어몬트 앰배서더 서울 (Fairmont Ambassador Seoul),사진이 잘 나와요,36
페어몬트 앰배서더 서울 (Fairmont Ambassador Seoul),대중교통이 편해요,33
페어몬트 앰배서더 서울 (Fairmont Ambassador Seoul),냉난방이 잘돼요,22
페어몬트 앰배서더 서울 (Fairmont Ambassador Seoul),수영장이 잘 되어있어요,12
페어몬트 앰배서더 서울 (Fairmont Ambassador Seoul),비싼 만큼 가치있어요,5
페어몬트 앰배서더 서울 (Fairmont Ambassador Seoul),근처에 갈 곳이 많아요,4
페어몬트 앰배서더 서울 (Fairmont Ambassador Seoul),파티하기 좋아요,3
페어몬트 앰배서더 서울 (Fairmont Ambassador Seoul),컨셉이 독특해요,1
페어몬트 앰배서더 서울 (Fairmont Ambassador Seoul),보안시설이 잘 되어있어요,1
산들애건강밥상,음식이 맛있어요,1172
산들애건강밥상,재료가 신선해요,486
산들애건강밥상,친절해요,320
산들애건강밥상,특별한 메뉴가 있어요,257
산들애건강밥상,양이 많아요,147
산들애건강밥상,가성비가 좋아요,125
산들애건강밥상,매장이 청결해요,117
산들애건강밥상,단체모임 하기 좋아요,107
산들애건강밥상,뷰가 좋아요,99
산들애건강밥상,매장이 넓어요,76
산들애건강밥상,특별한 날 가기 좋아요,72
산들애건강밥상,주차하기 편해요,52
산들애건강밥상,인테리어가 멋져요,30
산들애건강밥상,화장실이 깨끗해요,18
산들애건강밥상,혼밥하기 좋아요,15
산들애건강밥상,반찬이 잘 나와요,14
산들애건강밥상,건강한 맛이에요,14
산들애건강밥상,메뉴 구성이 알차요,6
산들애건강밥상,비싼 만큼 가치있어요,3
산들애건강밥상,음식이 빨리 나와요,2
산들애건강밥상,기본 안주가 좋아요,2
하이디라오 서초지점,음식이 맛있어요,1184
하이디라오 서초지점,친절해요,848
하이디라오 서초지점,매장이 넓어요,548
하이디라오 서초지점,재료가 신선해요,545
하이디라오 서초지점,매장이 청결해요,399
하이디라오 서초지점,특별한 메뉴가 있어요,393
하이디라오 서초지점,단체모임 하기 좋아요,197
하이디라오 서초지점,특별한 날 가기 좋아요,192
하이디라오 서초지점,화장실이 깨끗해요,141
하이디라오 서초지점,양이 많아요,130
하이디라오 서초지점,인테리어가 멋져요,58
하이디라오 서초지점,비싼 만큼 가치있어요,43
하이디라오 서초지점,뷰가 좋아요,33
하이디라오 서초지점,가성비가 좋아요,30
하이디라오 서초지점,주차하기 편해요,29
하이디라오 서초지점,혼밥하기 좋아요,23
하이디라오 서초지점,메뉴 구성이 알차요,14
하이디라오 서초지점,현지 맛에 가까워요,9
하이디라오 서초지점,대화하기 좋아요,8
하이디라오 서초지점,컨셉이 독특해요,6
하이디라오 서초지점,음식이 빨리 나와요,5
하이디라오 서초지점,좌석이 편해요,4
하이디라오 서초지점,오래 머무르기 좋아요,4
하이디라오 서초지점,고기 질이 좋아요,3
하이디라오 서초지점,샐러드바가 잘 되어있어요,3
하이디라오 서초지점,아늑해요,2
하이디라오 서초지점,건강한 맛이에요,2
하이디라오 서초지점,아이와 가기 좋아요,1
하이디라오 서초지점,반찬이 잘 나와요,1
하이디라오 서초지점,직접 잘 구워줘요,1
명동부대찌개 명동황기족발,음식이 맛있어요,162
명동부대찌개 명동황기족발,가성비가 좋아요,49
명동부대찌개 명동황기족발,양이 많아요,46
명동부대찌개 명동황기족발,친절해요,31
명동부대찌개 명동황기족발,재료가 신선해요,22
명동부대찌개 명동황기족발,매장이 청결해요,13
명동부대찌개 명동황기족발,특별한 메뉴가 있어요,12
명동부대찌개 명동황기족발,단체모임 하기 좋아요,12
명동부대찌개 명동황기족발,매장이 넓어요,8
명동부대찌개 명동황기족발,혼밥하기 좋아요,5
명동부대찌개 명동황기족발,화장실이 깨끗해요,3
명동부대찌개 명동황기족발,인테리어가 멋져요,2
명동부대찌개 명동황기족발,주차하기 편해요,2
명동부대찌개 명동황기족발,특별한 날 가기 좋아요,1
남포면옥,음식이 맛있어요,1270
남포면옥,매장이 넓어요,450
남포면옥,친절해요,426
남포면옥,특별한 메뉴가 있어요,423
남포면옥,재료가 신선해요,343
남포면옥,단체모임 하기 좋아요,201
남포면옥,매장이 청결해요,171
남포면옥,양이 많아요,134
남포면옥,혼밥하기 좋아요,107
남포면옥,인테리어가 멋져요,107
남포면옥,특별한 날 가기 좋아요,68
남포면옥,가성비가 좋아요,54
남포면옥,화장실이 깨끗해요,30
남포면옥,건강한 맛이에요,27
남포면옥,비싼 만큼 가치있어요,10
남포면옥,음식이 빨리 나와요,8
남포면옥,반찬이 잘 나와요,6
남포면옥,뷰가 좋아요,5
남포면옥,고기 질이 좋아요,4
남포면옥,주차하기 편해요,4
남포면옥,차분한 분위기에요,3
남포면옥,룸이 잘 되어있어요,2
남포면옥,아늑해요,1
남포면옥,혼술하기 좋아요,1
남포면옥,아이와 가기 좋아요,1
남포면옥,메뉴 구성이 알차요,1
남포면옥,향신료가 강하지 않아요,1
남포면옥,직접 잘 구워줘요,1
남포면옥,대화하기 좋아요,1
진미평양냉면,음식이 맛있어요,1918
진미평양냉면,특별한 메뉴가 있어요,653
진미평양냉면,양이 많아요,437
진미평양냉면,재료가 신선해요,426
진미평양냉면,매장이 넓어요,341
진미평양냉면,친절해요,301
진미평양냉면,주차하기 편해요,228
진미평양냉면,혼밥하기 좋아요,155
진미평양냉면,단체모임 하기 좋아요,115
진미평양냉면,가성비가 좋아요,108
진미평양냉면,매장이 청결해요,89
진미평양냉면,음식이 빨리 나와요,48
진미평양냉면,건강한 맛이에요,47
진미평양냉면,특별한 날 가기 좋아요,36
진미평양냉면,비싼 만큼 가치있어요,28
진미평양냉면,인테리어가 멋져요,24
진미평양냉면,화장실이 깨끗해요,18
진미평양냉면,메뉴 구성이 알차요,12
진미평양냉면,고기 질이 좋아요,9
진미평양냉면,뷰가 좋아요,9
진미평양냉면,잡내가 적어요,4
진미평양냉면,향신료가 강하지 않아요,3
진미평양냉면,오래 머무르기 좋아요,3
진미평양냉면,대화하기 좋아요,2
진미평양냉면,아늑해요,1
진미평양냉면,현지 맛에 가까워요,1
진미평양냉면,집중하기 좋아요,1
아리랑,음식이 맛있어요,308
아리랑,친절해요,109
아리랑,특별한 메뉴가 있어요,62
아리랑,재료가 신선해요,61
아리랑,매장이 청결해요,61
아리랑,단체모임 하기 좋아요,59
아리랑,고기 질이 좋아요,58
아리랑,매장이 넓어요,43
아리랑,양이 많아요,42
아리랑,가성비가 좋아요,32
아리랑,특별한 날 가기 좋아요,27
아리랑,인테리어가 멋져요,26
아리랑,주차하기 편해요,14
아리랑,혼밥하기 좋아요,10
아리랑,화장실이 깨끗해요,9
아리랑,직접 잘 구워줘요,7
아리랑,뷰가 좋아요,3
아리랑,메뉴 구성이 알차요,2
아리랑,차분한 분위기에요,1
아리랑,비싼 만큼 가치있어요,1
아리랑,반찬이 잘 나와요,1
나인트리호텔 명동,친절해요,23
나인트리호텔 명동,대중교통이 편해요,19
나인트리호텔 명동,깨끗해요,16
나인트리호텔 명동,침구가 좋아요,11
나인트리호텔 명동,조용히 쉬기 좋아요,9
나인트리호텔 명동,조식이 맛있어요,5
나인트리호텔 명동,호캉스하기 좋아요,5
나인트리호텔 명동,즐길 거리가 많아요,4
나인트리호텔 명동,방음이 잘돼요,3
나인트리호텔 명동,인테리어가 멋져요,1
나인트리호텔 명동,사진이 잘 나와요,1
나인트리호텔 명동,냉난방이 잘돼요,1
금돼지식당,음식이 맛있어요,2029
금돼지식당,친절해요,894
금돼지식당,특별한 메뉴가 있어요,649
금돼지식당,고기 질이 좋아요,518
금돼지식당,재료가 신선해요,494
금돼지식당,직접 잘 구워줘요,331
금돼지식당,매장이 넓어요,216
금돼지식당,특별한 날 가기 좋아요,185
금돼지식당,매장이 청결해요,139
금돼지식당,인테리어가 멋져요,122
금돼지식당,단체모임 하기 좋아요,102
금돼지식당,양이 많아요,88
금돼지식당,가성비가 좋아요,77
금돼지식당,화장실이 깨끗해요,29
금돼지식당,뷰가 좋아요,24
금돼지식당,혼밥하기 좋아요,20
금돼지식당,잡내가 적어요,20
금돼지식당,비싼 만큼 가치있어요,15
금돼지식당,메뉴 구성이 알차요,11
금돼지식당,음식이 빨리 나와요,8
금돼지식당,컨셉이 독특해요,5
금돼지식당,주차하기 편해요,5
금돼지식당,반찬이 잘 나와요,5
금돼지식당,건강한 맛이에요,4
금돼지식당,아늑해요,2
금돼지식당,환기가 잘 돼요,2
금돼지식당,차분한 분위기에요,1
금돼지식당,반려동물과 가기 좋아요,1
광야 서울,음식이 맛있어요,1155
광야 서울,인테리어가 멋져요,651
광야 서울,특별한 메뉴가 있어요,569
광야 서울,친절해요,492
광야 서울,재료가 신선해요,396
광야 서울,특별한 날 가기 좋아요,380
광야 서울,매장이 청결해요,357
광야 서울,매장이 넓어요,124
광야 서울,양이 많아요,118
광야 서울,화장실이 깨끗해요,88
광야 서울,단체모임 하기 좋아요,65
광야 서울,가성비가 좋아요,63
광야 서울,아늑해요,59
광야 서울,뷰가 좋아요,37
광야 서울,대화하기 좋아요,36
광야 서울,차분한 분위기에요,35
광야 서울,혼밥하기 좋아요,27
광야 서울,메뉴 구성이 알차요,19
광야 서울,주차하기 편해요,19
